subscription_id,customer_id,plan_id,billing_cycle,subscription_start,subscription_end,subscription_status,discount_percent,created_at
698,698,2,Monthly,2025-02-05,,Active,5,2026-07-25 00:18:29.051908
699,699,1,Monthly,2024-01-16,,Active,0,2026-07-25 00:18:29.051919
700,700,1,Monthly,2023-02-07,,Active,0,2026-07-25 00:18:29.051929
701,701,2,Monthly,2025-12-13,2027-12-06,Cancelled,5,2026-07-25 00:18:29.051947
702,702,1,Monthly,2025-10-18,,Active,15,2026-07-25 00:18:29.051970
703,703,1,Monthly,2023-06-11,,Active,0,2026-07-25 00:18:29.051981
704,704,1,Monthly,2024-10-14,,Active,5,2026-07-25 00:18:29.051998
705,705,2,Annual,2023-08-10,,Active,10,2026-07-25 00:18:29.052011
706,706,4,Monthly,2025-03-18,2026-07-28,Expired,15,2026-07-25 00:18:29.052029
707,707,1,Monthly,2023-05-12,,Active,5,2026-07-25 00:18:29.052039
708,708,2,Monthly,2023-04-27,,Active,5,2026-07-25 00:18:29.052050
709,709,1,Annual,2024-01-03,,Active,15,2026-07-25 00:18:29.052059
710,710,2,Annual,2024-09-02,2024-10-10,Cancelled,5,2026-07-25 00:18:29.052075
711,711,1,Monthly,2023-12-29,,Active,10,2026-07-25 00:18:29.052085
712,712,1,Monthly,2025-06-27,,Active,5,2026-07-25 00:18:29.052097
713,713,1,Monthly,2024-11-29,,Active,10,2026-07-25 00:18:29.052108
714,714,3,Monthly,2024-07-10,,Active,0,2026-07-25 00:18:29.052119
715,715,1,Annual,2024-02-16,,Active,0,2026-07-25 00:18:29.052130
716,716,2,Monthly,2024-04-17,,Active,0,2026-07-25 00:18:29.052140
717,717,1,Monthly,2024-05-24,2024-10-28,Cancelled,15,2026-07-25 00:18:29.052154
718,718,2,Monthly,2024-07-06,,Active,15,2026-07-25 00:18:29.052163
719,719,1,Monthly,2024-02-09,,Active,10,2026-07-25 00:18:29.052174
720,720,1,Monthly,2024-12-03,,Active,10,2026-07-25 00:18:29.052185
721,721,2,Annual,2023-08-06,,Active,5,2026-07-25 00:18:29.052195
722,722,2,Monthly,2023-07-23,,Active,0,2026-07-25 00:18:29.052205
723,723,2,Monthly,2025-12-02,,Active,5,2026-07-25 00:18:29.052215
724,724,1,Monthly,2023-04-27,,Active,5,2026-07-25 00:18:29.052224
725,725,1,Annual,2025-09-30,2027-07-15,Expired,15,2026-07-25 00:18:29.052240
726,726,3,Monthly,2024-05-30,,Active,10,2026-07-25 00:18:29.052251
727,727,3,Annual,2023-03-20,,Active,5,2026-07-25 00:18:29.052261
728,728,1,Monthly,2024-09-05,,Active,0,2026-07-25 00:18:29.052273
729,729,1,Monthly,2023-09-26,,Active,5,2026-07-25 00:18:29.052283
730,730,2,Monthly,2024-03-10,2024-11-29,Cancelled,5,2026-07-25 00:18:29.052298
731,731,1,Monthly,2025-08-19,,Active,10,2026-07-25 00:18:29.063121
732,732,2,Annual,2025-05-05,,Active,0,2026-07-25 00:18:29.063143
733,733,1,Monthly,2023-08-02,2024-09-03,Expired,5,2026-07-25 00:18:29.063169
734,734,2,Monthly,2025-03-27,,Active,0,2026-07-25 00:18:29.063182
735,735,1,Annual,2023-01-31,,Active,10,2026-07-25 00:18:29.063194
736,736,3,Monthly,2025-04-25,,Active,5,2026-07-25 00:18:29.063205
737,737,1,Monthly,2024-05-14,,Active,5,2026-07-25 00:18:29.063217
738,738,2,Monthly,2025-07-16,,Active,5,2026-07-25 00:18:29.063227
739,739,1,Monthly,2023-04-02,,Active,0,2026-07-25 00:18:29.063239
740,740,1,Monthly,2023-12-28,2025-03-18,Cancelled,5,2026-07-25 00:18:29.063255
741,741,1,Monthly,2024-01-10,2024-04-07,Expired,5,2026-07-25 00:18:29.063271
742,742,3,Monthly,2023-03-28,,Active,15,2026-07-25 00:18:29.063283
743,743,3,Monthly,2024-07-05,,Active,5,2026-07-25 00:18:29.063294
744,744,2,Monthly,2024-05-09,,Active,0,2026-07-25 00:18:29.063305
745,745,1,Monthly,2025-12-24,2026-04-08,Cancelled,15,2026-07-25 00:18:29.063320
746,746,3,Annual,2025-05-24,,Active,5,2026-07-25 00:18:29.063332
747,747,1,Monthly,2025-04-22,,Active,10,2026-07-25 00:18:29.063343
748,748,1,Monthly,2023-03-29,,Active,0,2026-07-25 00:18:29.063353
749,749,3,Monthly,2025-03-28,,Active,15,2026-07-25 00:18:29.063363
750,750,1,Monthly,2023-11-09,,Active,10,2026-07-25 00:18:29.063374
751,751,4,Annual,2024-05-17,,Active,15,2026-07-25 00:18:29.063408
752,752,1,Annual,2025-12-30,,Active,15,2026-07-25 00:18:29.063419
753,753,1,Monthly,2024-07-20,,Active,15,2026-07-25 00:18:29.063430
754,754,1,Monthly,2024-09-06,,Active,10,2026-07-25 00:18:29.063441
755,755,1,Annual,2023-09-02,,Active,15,2026-07-25 00:18:29.063451
756,756,4,Monthly,2025-10-05,,Active,5,2026-07-25 00:18:29.063462
757,757,2,Monthly,2025-12-13,,Active,10,2026-07-25 00:18:29.063473
758,758,2,Monthly,2023-09-30,,Active,5,2026-07-25 00:18:29.063483
759,759,3,Monthly,2023-07-17,,Active,0,2026-07-25 00:18:29.063527
760,760,1,Monthly,2025-06-08,2026-03-26,Expired,15,2026-07-25 00:18:29.063547
761,761,2,Annual,2025-05-31,2026-06-16,Cancelled,10,2026-07-25 00:18:29.063563
762,762,1,Monthly,2025-08-07,,Active,0,2026-07-25 00:18:29.063580
763,763,1,Annual,2025-02-09,,Active,0,2026-07-25 00:18:29.063591
764,764,2,Monthly,2024-01-05,2024-07-04,Expired,10,2026-07-25 00:18:29.063606
765,765,3,Monthly,2023-05-18,,Active,15,2026-07-25 00:18:29.063617
766,766,1,Monthly,2023-01-18,,Active,5,2026-07-25 00:18:29.063627
767,767,3,Annual,2024-06-28,,Active,10,2026-07-25 00:18:29.063638
768,768,3,Annual,2023-03-16,2023-10-23,Expired,0,2026-07-25 00:18:29.063653
769,769,1,Monthly,2023-09-16,,Active,5,2026-07-25 00:18:29.063664
770,770,3,Monthly,2025-04-28,,Active,0,2026-07-25 00:18:29.063674
771,771,1,Monthly,2025-06-16,2027-05-31,Cancelled,15,2026-07-25 00:18:29.063689
772,772,1,Monthly,2023-02-21,2023-12-21,Expired,15,2026-07-25 00:18:29.063704
773,773,2,Monthly,2023-06-12,,Active,10,2026-07-25 00:18:29.063714
774,774,1,Monthly,2023-09-07,,Active,10,2026-07-25 00:18:29.063725
775,775,2,Monthly,2024-06-08,2026-04-19,Expired,5,2026-07-25 00:18:29.063740
776,776,1,Monthly,2024-11-01,,Active,15,2026-07-25 00:18:29.063751
777,777,4,Monthly,2023-06-07,,Active,15,2026-07-25 00:18:29.063762
778,778,4,Monthly,2025-12-19,,Active,10,2026-07-25 00:18:29.063772
779,779,1,Monthly,2024-03-13,,Active,0,2026-07-25 00:18:29.063783
780,780,1,Monthly,2025-06-07,2027-02-13,Cancelled,10,2026-07-25 00:18:29.063798
781,781,1,Monthly,2024-10-26,,Active,15,2026-07-25 00:18:29.063810
782,782,2,Annual,2025-08-29,,Active,15,2026-07-25 00:18:29.063822
783,783,1,Monthly,2025-09-18,2026-04-22,Cancelled,5,2026-07-25 00:18:29.063837
784,784,1,Monthly,2023-06-29,2024-05-06,Cancelled,10,2026-07-25 00:18:29.063851
785,785,2,Monthly,2025-10-23,,Active,5,2026-07-25 00:18:29.063862
786,786,1,Monthly,2023-10-15,2024-09-01,Expired,10,2026-07-25 00:18:29.063876
787,787,2,Monthly,2024-11-23,,Active,5,2026-07-25 00:18:29.063889
788,788,3,Monthly,2024-02-14,,Active,10,2026-07-25 00:18:29.063899
789,789,3,Annual,2023-04-06,,Active,15,2026-07-25 00:18:29.063910
790,790,2,Monthly,2023-05-31,,Active,5,2026-07-25 00:18:29.063920
791,791,1,Monthly,2024-10-05,2024-11-22,Cancelled,0,2026-07-25 00:18:29.063936
792,792,1,Monthly,2025-03-22,,Active,5,2026-07-25 00:18:29.063947
793,793,1,Monthly,2025-01-07,,Active,15,2026-07-25 00:18:29.063985
794,794,1,Monthly,2023-02-23,2024-01-06,Expired,5,2026-07-25 00:18:29.064004
795,795,1,Monthly,2025-08-21,2026-07-03,Expired,5,2026-07-25 00:18:29.064018
796,796,1,Monthly,2023-09-26,2025-02-08,Cancelled,15,2026-07-25 00:18:29.064031
797,797,1,Monthly,2023-07-16,,Active,5,2026-07-25 00:18:29.064042
798,798,3,Monthly,2024-11-07,2026-10-30,Expired,15,2026-07-25 00:18:29.064079
799,799,2,Monthly,2023-08-18,2024-02-15,Cancelled,15,2026-07-25 00:18:29.064103
800,800,1,Monthly,2023-04-15,,Active,10,2026-07-25 00:18:29.064115
801,801,1,Monthly,2025-05-07,,Active,10,2026-07-25 00:18:29.064125
802,802,3,Monthly,2023-01-20,,Active,10,2026-07-25 00:18:29.064136
803,803,3,Annual,2024-10-05,,Active,0,2026-07-25 00:18:29.064146
804,804,1,Monthly,2025-06-24,2026-06-22,Expired,0,2026-07-25 00:18:29.064204
805,805,1,Annual,2023-06-06,2024-11-12,Expired,5,2026-07-25 00:18:29.064227
806,806,2,Monthly,2024-09-30,,Active,15,2026-07-25 00:18:29.064238
807,807,2,Monthly,2025-08-03,2026-01-02,Expired,10,2026-07-25 00:18:29.064253
808,808,1,Monthly,2023-08-12,,Active,5,2026-07-25 00:18:29.064264
809,809,2,Monthly,2024-05-29,,Active,0,2026-07-25 00:18:29.064277
810,810,1,Monthly,2024-08-01,,Active,0,2026-07-25 00:18:29.064287
811,811,1,Monthly,2024-04-28,,Active,5,2026-07-25 00:18:29.064296
812,812,1,Annual,2025-11-29,,Active,0,2026-07-25 00:18:29.064306
813,813,2,Monthly,2023-07-28,,Active,15,2026-07-25 00:18:29.064339
814,814,2,Monthly,2024-05-13,,Active,10,2026-07-25 00:18:29.064351
815,815,3,Monthly,2023-05-19,2025-05-17,Cancelled,5,2026-07-25 00:18:29.071262
816,816,1,Monthly,2025-01-22,,Active,15,2026-07-25 00:18:29.071575
817,817,1,Annual,2023-09-04,,Active,5,2026-07-25 00:18:29.071591
818,818,1,Monthly,2024-09-18,,Active,5,2026-07-25 00:18:29.071602
819,819,2,Monthly,2025-06-02,,Active,15,2026-07-25 00:18:29.071613
820,820,1,Monthly,2023-03-31,,Active,15,2026-07-25 00:18:29.071623
821,821,1,Annual,2024-07-13,,Active,0,2026-07-25 00:18:29.071633
822,822,1,Monthly,2024-09-08,,Active,0,2026-07-25 00:18:29.071643
823,823,2,Annual,2025-01-29,,Active,5,2026-07-25 00:18:29.071653
824,824,1,Monthly,2025-05-06,,Active,5,2026-07-25 00:18:29.071663
825,825,1,Annual,2024-02-06,,Active,5,2026-07-25 00:18:29.071673
826,826,3,Monthly,2023-03-19,,Active,5,2026-07-25 00:18:29.073556
827,827,2,Monthly,2023-12-10,2025-05-27,Expired,15,2026-07-25 00:18:29.073630
828,828,3,Monthly,2025-03-08,,Active,10,2026-07-25 00:18:29.073643
829,829,2,Monthly,2023-01-14,,Active,10,2026-07-25 00:18:29.073663
830,830,1,Annual,2025-07-22,,Active,5,2026-07-25 00:18:29.073676
831,831,4,Annual,2024-04-19,2024-10-11,Expired,0,2026-07-25 00:18:29.073695
832,832,2,Monthly,2024-08-07,,Active,5,2026-07-25 00:18:29.073706
833,833,1,Monthly,2024-04-14,2025-12-14,Expired,5,2026-07-25 00:18:29.073722
834,834,1,Monthly,2023-01-12,2024-03-31,Expired,5,2026-07-25 00:18:29.073737
835,835,3,Annual,2025-05-22,,Active,5,2026-07-25 00:18:29.073747
836,836,1,Monthly,2025-01-18,,Active,15,2026-07-25 00:18:29.073758
837,837,3,Annual,2025-09-22,,Active,0,2026-07-25 00:18:29.073768
838,838,1,Monthly,2025-10-09,,Active,15,2026-07-25 00:18:29.073779
839,839,1,Monthly,2024-01-09,2024-02-14,Cancelled,10,2026-07-25 00:18:29.073793
840,840,1,Monthly,2024-09-19,,Active,0,2026-07-25 00:18:29.073804
841,841,2,Monthly,2025-02-11,,Active,0,2026-07-25 00:18:29.073814
842,842,1,Monthly,2024-08-26,,Active,0,2026-07-25 00:18:29.073831
843,843,1,Monthly,2023-10-23,,Active,15,2026-07-25 00:18:29.073857
844,844,2,Monthly,2025-04-10,,Active,10,2026-07-25 00:18:29.073882
845,845,2,Monthly,2025-02-27,,Active,0,2026-07-25 00:18:29.073906
846,846,2,Monthly,2025-05-17,2027-04-22,Expired,0,2026-07-25 00:18:29.073921
847,847,1,Monthly,2023-07-18,,Active,10,2026-07-25 00:18:29.073931
848,848,1,Monthly,2023-10-12,,Active,0,2026-07-25 00:18:29.073941
849,849,2,Annual,2023-12-13,,Active,10,2026-07-25 00:18:29.073952
850,850,1,Annual,2024-07-31,,Active,0,2026-07-25 00:18:29.073962
851,851,1,Monthly,2023-07-02,,Active,10,2026-07-25 00:18:29.073973
852,852,1,Monthly,2025-06-20,2027-06-02,Expired,15,2026-07-25 00:18:29.073988
853,853,1,Monthly,2025-11-23,,Active,10,2026-07-25 00:18:29.074002
854,854,1,Monthly,2023-08-23,,Active,15,2026-07-25 00:18:29.074012
855,855,3,Monthly,2024-09-27,,Active,15,2026-07-25 00:18:29.074022
856,856,1,Monthly,2023-10-08,,Active,5,2026-07-25 00:18:29.074034
857,857,1,Annual,2023-10-02,,Active,5,2026-07-25 00:18:29.074045
858,858,1,Monthly,2024-02-29,,Active,5,2026-07-25 00:18:29.074058
859,859,1,Monthly,2025-06-14,,Active,15,2026-07-25 00:18:29.074076
860,860,4,Annual,2023-07-21,,Active,15,2026-07-25 00:18:29.074093
861,861,2,Monthly,2025-01-11,,Active,5,2026-07-25 00:18:29.074108
862,862,3,Annual,2024-08-02,,Active,10,2026-07-25 00:18:29.074133
863,863,1,Monthly,2023-10-24,,Active,15,2026-07-25 00:18:29.074145
864,864,1,Annual,2024-01-22,,Active,10,2026-07-25 00:18:29.074163
865,865,1,Monthly,2024-04-29,,Active,0,2026-07-25 00:18:29.074189
866,866,2,Monthly,2025-07-03,,Active,10,2026-07-25 00:18:29.074213
867,867,1,Annual,2024-04-08,,Active,15,2026-07-25 00:18:29.074312
868,868,2,Monthly,2025-03-25,,Active,0,2026-07-25 00:18:29.074332
869,869,1,Monthly,2023-07-27,,Active,15,2026-07-25 00:18:29.074341
870,870,1,Monthly,2023-10-20,,Active,15,2026-07-25 00:18:29.074351
871,871,1,Monthly,2023-01-30,,Active,10,2026-07-25 00:18:29.074361
872,872,3,Annual,2023-11-25,,Active,15,2026-07-25 00:18:29.074370
873,873,3,Annual,2025-10-07,,Active,10,2026-07-25 00:18:29.074380
874,874,3,Monthly,2024-02-02,,Active,10,2026-07-25 00:18:29.074389
875,875,1,Monthly,2023-06-17,,Active,15,2026-07-25 00:18:29.074398
876,876,4,Monthly,2024-11-21,,Active,15,2026-07-25 00:18:29.074408
877,877,1,Monthly,2025-12-26,,Active,10,2026-07-25 00:18:29.074419
878,878,1,Monthly,2025-09-06,,Active,5,2026-07-25 00:18:29.074428
879,879,1,Monthly,2023-06-06,,Active,0,2026-07-25 00:18:29.074438
880,880,1,Monthly,2024-10-12,,Active,5,2026-07-25 00:18:29.074447
881,881,1,Monthly,2023-07-02,,Active,5,2026-07-25 00:18:29.074457
882,882,4,Monthly,2023-11-05,2025-08-24,Cancelled,10,2026-07-25 00:18:29.074476
883,883,2,Monthly,2023-11-10,,Active,15,2026-07-25 00:18:29.074485
884,884,1,Annual,2023-03-03,2023-12-26,Expired,10,2026-07-25 00:18:29.074499
885,885,2,Monthly,2024-05-28,,Active,0,2026-07-25 00:18:29.074508
886,886,2,Monthly,2023-05-19,,Active,5,2026-07-25 00:18:29.074518
887,887,2,Monthly,2025-02-06,,Active,10,2026-07-25 00:18:29.074528
888,888,1,Monthly,2023-04-27,,Active,10,2026-07-25 00:18:29.074538
889,889,3,Monthly,2024-12-10,,Active,5,2026-07-25 00:18:29.074548
890,890,1,Monthly,2023-09-29,,Active,15,2026-07-25 00:18:29.074557
891,891,1,Monthly,2025-11-17,,Active,5,2026-07-25 00:18:29.074567
892,892,4,Monthly,2023-03-13,,Active,10,2026-07-25 00:18:29.074577
893,893,1,Annual,2025-10-02,,Active,15,2026-07-25 00:18:29.074587
894,894,1,Monthly,2025-08-23,,Active,15,2026-07-25 00:18:29.074596
895,895,2,Monthly,2024-06-16,,Active,10,2026-07-25 00:18:29.074606
896,896,1,Monthly,2024-12-10,,Active,10,2026-07-25 00:18:29.074616
897,897,1,Monthly,2025-01-12,,Active,5,2026-07-25 00:18:29.074625
898,898,1,Monthly,2023-06-25,,Active,15,2026-07-25 00:18:29.074635
899,899,3,Monthly,2023-09-05,,Active,5,2026-07-25 00:18:29.074645
900,900,2,Annual,2025-01-19,2025-07-12,Cancelled,10,2026-07-25 00:18:29.074658
901,901,1,Monthly,2024-07-11,,Active,15,2026-07-25 00:18:29.074668
902,902,1,Monthly,2023-07-22,,Active,15,2026-07-25 00:18:29.074677
903,903,1,Monthly,2024-09-30,,Active,15,2026-07-25 00:18:29.074687
904,904,4,Monthly,2024-05-03,,Active,0,2026-07-25 00:18:29.074697
905,905,3,Annual,2025-03-26,,Active,10,2026-07-25 00:18:29.074706
906,906,2,Monthly,2025-11-06,,Active,10,2026-07-25 00:18:29.074716
907,907,1,Monthly,2025-08-18,,Active,10,2026-07-25 00:18:29.074726
908,908,1,Annual,2024-01-22,,Active,5,2026-07-25 00:18:29.074735
909,909,3,Monthly,2024-08-20,,Active,5,2026-07-25 00:18:29.074745
910,910,1,Monthly,2025-08-10,,Active,10,2026-07-25 00:18:29.074754
911,911,1,Monthly,2025-02-24,,Active,0,2026-07-25 00:18:29.074764
912,912,1,Monthly,2023-04-27,,Active,15,2026-07-25 00:18:29.074774
913,913,1,Annual,2024-03-08,,Active,15,2026-07-25 00:18:29.074783
914,914,2,Monthly,2025-09-26,,Active,10,2026-07-25 00:18:29.074793
915,915,2,Annual,2024-12-14,2026-08-18,Cancelled,15,2026-07-25 00:18:29.074807
916,916,2,Annual,2025-02-13,2025-08-18,Expired,0,2026-07-25 00:18:29.074820
917,917,2,Annual,2025-10-11,2027-02-01,Expired,0,2026-07-25 00:18:29.074832
918,918,1,Monthly,2023-02-25,,Active,5,2026-07-25 00:18:29.074842
919,919,3,Monthly,2025-08-19,,Active,10,2026-07-25 00:18:29.074852
920,920,3,Annual,2025-11-09,,Active,10,2026-07-25 00:18:29.074861
921,921,1,Monthly,2023-03-26,,Active,10,2026-07-25 00:18:29.074871
922,922,2,Monthly,2025-05-20,,Active,5,2026-07-25 00:18:29.074881
923,923,1,Monthly,2024-12-03,,Active,5,2026-07-25 00:18:29.074890
924,924,1,Monthly,2023-12-11,,Active,0,2026-07-25 00:18:29.074900
925,925,1,Monthly,2024-03-29,2024-12-19,Cancelled,5,2026-07-25 00:18:29.074913
926,926,1,Monthly,2023-09-13,,Active,0,2026-07-25 00:18:29.074923
927,927,2,Monthly,2024-09-27,,Active,0,2026-07-25 00:18:29.074933
928,928,1,Monthly,2023-10-19,,Active,10,2026-07-25 00:18:29.074942
929,929,2,Annual,2023-12-01,,Active,0,2026-07-25 00:18:29.074952
930,930,1,Monthly,2024-06-08,,Active,0,2026-07-25 00:18:29.074962
931,931,3,Monthly,2025-09-10,,Active,10,2026-07-25 00:18:29.074971
932,932,3,Monthly,2025-10-19,,Active,10,2026-07-25 00:18:29.074981
933,933,2,Monthly,2025-04-03,2025-09-14,Expired,10,2026-07-25 00:18:29.074994
934,934,1,Annual,2025-01-20,2026-10-07,Expired,0,2026-07-25 00:18:29.075007
935,935,1,Annual,2023-09-27,,Active,5,2026-07-25 00:18:29.075016
936,936,1,Monthly,2025-07-30,2025-10-27,Cancelled,15,2026-07-25 00:18:29.075029
937,937,3,Annual,2025-08-04,,Active,15,2026-07-25 00:18:29.075041
938,938,2,Monthly,2024-04-01,2025-08-31,Expired,15,2026-07-25 00:18:29.075054
939,939,1,Monthly,2025-07-24,,Active,5,2026-07-25 00:18:29.075064
940,940,3,Monthly,2025-04-30,,Active,5,2026-07-25 00:18:29.075073
941,941,1,Monthly,2025-09-09,2026-03-15,Expired,15,2026-07-25 00:18:29.075086
942,942,2,Annual,2024-03-27,,Active,0,2026-07-25 00:18:29.075095
943,943,1,Monthly,2025-10-06,,Active,10,2026-07-25 00:18:29.075105
944,944,1,Monthly,2025-09-16,,Active,10,2026-07-25 00:18:29.075114
945,945,3,Monthly,2025-05-23,,Active,5,2026-07-25 00:18:29.075124
946,946,1,Monthly,2024-10-10,,Active,0,2026-07-25 00:18:29.075133
947,947,2,Monthly,2024-10-18,,Active,0,2026-07-25 00:18:29.075143
948,948,1,Monthly,2024-08-14,,Active,5,2026-07-25 00:18:29.075152
949,949,2,Monthly,2023-11-07,2025-06-25,Expired,0,2026-07-25 00:18:29.075165
950,950,2,Monthly,2024-03-21,2024-07-04,Cancelled,0,2026-07-25 00:18:29.075178
951,951,3,Monthly,2024-04-03,,Active,5,2026-07-25 00:18:29.075188
952,952,2,Monthly,2024-07-11,,Active,10,2026-07-25 00:18:29.075199
953,953,2,Monthly,2025-05-22,,Active,0,2026-07-25 00:18:29.075216
954,954,1,Monthly,2024-08-27,,Active,15,2026-07-25 00:18:29.075227
955,955,3,Monthly,2024-03-22,,Active,15,2026-07-25 00:18:29.075236
956,956,1,Annual,2025-11-30,,Active,5,2026-07-25 00:18:29.075543
957,957,1,Monthly,2024-01-26,,Active,10,2026-07-25 00:18:29.075597
958,958,2,Annual,2023-12-17,,Active,15,2026-07-25 00:18:29.075615
959,959,3,Monthly,2025-04-29,,Active,0,2026-07-25 00:18:29.075628
960,960,2,Monthly,2024-04-01,,Active,10,2026-07-25 00:18:29.075639
961,961,1,Annual,2023-10-18,,Active,0,2026-07-25 00:18:29.075649
962,962,1,Monthly,2024-08-08,2026-01-31,Cancelled,10,2026-07-25 00:18:29.075670
963,963,1,Annual,2024-02-15,,Active,0,2026-07-25 00:18:29.075680
964,964,3,Monthly,2023-01-09,,Active,10,2026-07-25 00:18:29.075691
965,965,1,Monthly,2023-03-04,,Active,15,2026-07-25 00:18:29.075710
966,966,1,Annual,2023-03-21,,Active,15,2026-07-25 00:18:29.075721
967,967,1,Monthly,2025-06-08,,Active,10,2026-07-25 00:18:29.075732
968,968,1,Monthly,2023-12-08,,Active,15,2026-07-25 00:18:29.075742
969,969,1,Monthly,2023-09-05,,Active,10,2026-07-25 00:18:29.075752
970,970,2,Monthly,2024-06-26,,Active,15,2026-07-25 00:18:29.075761
971,971,1,Annual,2024-05-30,,Active,5,2026-07-25 00:18:29.075771
972,972,1,Monthly,2025-08-18,,Active,5,2026-07-25 00:18:29.075784
973,973,1,Monthly,2025-10-05,,Active,15,2026-07-25 00:18:29.075797
974,974,1,Monthly,2024-11-23,,Active,15,2026-07-25 00:18:29.075813
975,975,1,Monthly,2025-08-22,,Active,5,2026-07-25 00:18:29.075823
976,976,2,Monthly,2024-05-13,,Active,10,2026-07-25 00:18:29.075833
977,977,2,Monthly,2024-08-22,2024-11-03,Expired,0,2026-07-25 00:18:29.075848
978,978,1,Monthly,2025-03-13,,Active,10,2026-07-25 00:18:29.075859
979,979,1,Monthly,2025-01-26,,Active,0,2026-07-25 00:18:29.075877
980,980,1,Annual,2023-10-27,,Active,5,2026-07-25 00:18:29.075888
981,981,2,Annual,2023-09-18,,Active,0,2026-07-25 00:18:29.075899
982,982,1,Annual,2025-09-04,,Active,5,2026-07-25 00:18:29.075909
983,983,2,Monthly,2023-06-11,,Active,0,2026-07-25 00:18:29.075920
984,984,2,Annual,2024-11-07,,Active,15,2026-07-25 00:18:29.075930
985,985,1,Annual,2023-02-06,2024-01-07,Expired,0,2026-07-25 00:18:29.075945
986,986,2,Monthly,2023-04-24,,Active,0,2026-07-25 00:18:29.075956
987,987,1,Annual,2025-05-16,2025-10-29,Expired,0,2026-07-25 00:18:29.075977
988,988,1,Monthly,2024-02-06,,Active,15,2026-07-25 00:18:29.075988
989,989,1,Monthly,2024-11-03,,Active,10,2026-07-25 00:18:29.075998
990,990,1,Annual,2025-04-10,,Active,15,2026-07-25 00:18:29.076008
991,991,1,Monthly,2023-04-09,2024-03-22,Cancelled,0,2026-07-25 00:18:29.076022
992,992,2,Monthly,2025-02-20,,Active,5,2026-07-25 00:18:29.076032
993,993,1,Annual,2024-04-13,,Active,5,2026-07-25 00:18:29.076042
994,994,1,Monthly,2024-09-05,,Active,0,2026-07-25 00:18:29.076060
995,995,1,Monthly,2024-08-30,,Active,5,2026-07-25 00:18:29.076071
996,996,2,Monthly,2025-10-03,,Active,0,2026-07-25 00:18:29.076083
997,997,1,Monthly,2025-05-12,2026-09-11,Cancelled,15,2026-07-25 00:18:29.076097
998,998,2,Monthly,2025-06-08,,Active,0,2026-07-25 00:18:29.076107
999,999,2,Monthly,2023-11-23,,Active,0,2026-07-25 00:18:29.076117
1000,1000,1,Monthly,2025-09-30,2027-01-05,Cancelled,5,2026-07-25 00:18:29.076131
1001,1001,2,Monthly,2024-01-28,,Active,5,2026-07-25 00:18:29.076146
1002,1002,2,Monthly,2025-05-31,,Active,15,2026-07-25 00:18:29.076156
1003,1003,1,Monthly,2024-12-17,,Active,0,2026-07-25 00:18:29.076166
1004,1004,1,Monthly,2023-06-02,,Active,5,2026-07-25 00:18:29.076176
1005,1005,1,Monthly,2024-05-28,,Active,5,2026-07-25 00:18:29.076186
1006,1006,3,Monthly,2023-06-05,2025-03-26,Cancelled,0,2026-07-25 00:18:29.076200
1007,1007,1,Monthly,2024-05-08,,Active,5,2026-07-25 00:18:29.076211
1008,1008,3,Annual,2024-04-19,,Active,5,2026-07-25 00:18:29.076227
1009,1009,1,Annual,2024-05-06,,Active,15,2026-07-25 00:18:29.076240
1010,1010,2,Monthly,2023-12-11,2024-08-05,Cancelled,15,2026-07-25 00:18:29.076257
1011,1011,1,Monthly,2023-07-28,,Active,0,2026-07-25 00:18:29.076267
1012,1012,3,Monthly,2024-07-11,2025-09-26,Expired,15,2026-07-25 00:18:29.076281
1013,1013,1,Monthly,2025-09-29,,Active,0,2026-07-25 00:18:29.076290
1014,1014,1,Monthly,2025-04-16,,Active,5,2026-07-25 00:18:29.076301
1015,1015,1,Monthly,2023-04-29,,Active,0,2026-07-25 00:18:29.076316
1016,1016,2,Monthly,2023-02-18,2023-11-04,Cancelled,5,2026-07-25 00:18:29.076331
1017,1017,1,Annual,2023-02-26,,Active,15,2026-07-25 00:18:29.076341
1018,1018,1,Monthly,2025-10-12,2025-12-01,Expired,15,2026-07-25 00:18:29.076354
1019,1019,1,Monthly,2025-07-04,,Active,10,2026-07-25 00:18:29.076364
1020,1020,3,Monthly,2023-05-21,,Active,0,2026-07-25 00:18:29.076374
1021,1021,3,Monthly,2024-01-07,,Active,0,2026-07-25 00:18:29.076416
1022,1022,2,Monthly,2023-09-05,,Active,15,2026-07-25 00:18:29.076428
1023,1023,1,Monthly,2025-10-21,2026-03-13,Cancelled,15,2026-07-25 00:18:29.076443
1024,1024,2,Monthly,2024-07-11,,Active,10,2026-07-25 00:18:29.076453
1025,1025,1,Monthly,2023-12-27,,Active,0,2026-07-25 00:18:29.076462
1026,1026,4,Monthly,2023-03-08,2023-09-08,Cancelled,15,2026-07-25 00:18:29.076482
1027,1027,1,Monthly,2024-12-30,2026-03-13,Expired,5,2026-07-25 00:18:29.076495
1028,1028,2,Annual,2025-10-04,,Active,5,2026-07-25 00:18:29.076504
1029,1029,1,Monthly,2025-09-11,,Active,5,2026-07-25 00:18:29.076514
1030,1030,1,Monthly,2025-04-25,,Active,15,2026-07-25 00:18:29.076524
1031,1031,2,Monthly,2025-10-11,,Active,10,2026-07-25 00:18:29.076534
1032,1032,3,Monthly,2023-12-13,,Active,15,2026-07-25 00:18:29.076544
