customer_id,company_name,industry,region,acquisition_channel,signup_date,manager_id,created_at
788,Hood PLC,Education,USA,Social Media,2024-02-14,16,2026-07-25 00:18:27.241200
789,Goodwin Ltd,E-Commerce,Australia,Referral,2023-04-06,15,2026-07-25 00:18:27.241432
790,Barnett PLC,Finance,USA,Paid Ads,2023-05-31,1,2026-07-25 00:18:27.241685
791,"Perez, Brown and Hughes",Marketing,Canada,Outbound Sales,2024-10-05,13,2026-07-25 00:18:27.242224
792,Sheppard-Mcdaniel,Manufacturing,Germany,Paid Ads,2025-03-22,14,2026-07-25 00:18:27.242576
793,"Keith, Alvarez and Miller",E-Commerce,USA,Paid Ads,2025-01-07,11,2026-07-25 00:18:27.243048
794,"Duncan, Black and Duncan",E-Commerce,Singapore,Referral,2023-02-23,16,2026-07-25 00:18:27.243553
795,Martinez Group,Manufacturing,USA,Partner,2025-08-21,11,2026-07-25 00:18:27.243769
796,Stanton and Sons,Education,Singapore,Social Media,2023-09-26,16,2026-07-25 00:18:27.244025
797,Henderson Ltd,E-Commerce,United Kingdom,Referral,2023-07-16,11,2026-07-25 00:18:27.244276
798,Osborn Ltd,Marketing,Canada,Partner,2024-11-07,12,2026-07-25 00:18:27.244511
799,"Scott, Bartlett and Sloan",Finance,Australia,Referral,2023-08-18,19,2026-07-25 00:18:27.245088
800,Hughes Group,Consulting,USA,Social Media,2023-04-15,18,2026-07-25 00:18:27.245331
801,Gates-Stone,SaaS,Singapore,Partner,2025-05-07,7,2026-07-25 00:18:27.245693
802,"Dean, Mills and Barnes",Logistics,United Kingdom,Paid Ads,2023-01-20,3,2026-07-25 00:18:27.246293
803,Hernandez PLC,Marketing,Singapore,Partner,2024-10-05,5,2026-07-25 00:18:27.246577
804,Buckley PLC,Education,USA,Paid Ads,2025-06-24,5,2026-07-25 00:18:27.246802
805,Dillon-Beard,Marketing,United Kingdom,Partner,2023-06-06,3,2026-07-25 00:18:27.247218
806,Reyes-Washington,Logistics,Australia,Partner,2024-09-30,19,2026-07-25 00:18:27.247600
807,Johnson-Hill,Marketing,Australia,Outbound Sales,2025-08-03,14,2026-07-25 00:18:27.248285
808,"Franklin, Steele and Williams",Consulting,India,Paid Ads,2023-08-12,18,2026-07-25 00:18:27.249689
809,"Young, Reese and Mccall",E-Commerce,Singapore,Organic,2024-05-29,4,2026-07-25 00:18:27.251199
810,Morgan LLC,Retail,Singapore,Social Media,2024-08-01,12,2026-07-25 00:18:27.251469
811,Cameron-Garrison,Healthcare,Singapore,Outbound Sales,2024-04-28,2,2026-07-25 00:18:27.251801
812,Compton and Sons,E-Commerce,Singapore,Social Media,2025-11-29,13,2026-07-25 00:18:27.252033
813,Mccann-Ramos,Manufacturing,United Kingdom,Partner,2023-07-28,4,2026-07-25 00:18:27.252408
814,Daniel-Jacobs,SaaS,India,Paid Ads,2024-05-13,8,2026-07-25 00:18:27.252798
815,Alexander Group,Consulting,Singapore,Outbound Sales,2023-05-19,18,2026-07-25 00:18:27.253071
816,"Camacho, Nicholson and Robertson",E-Commerce,Singapore,Outbound Sales,2025-01-22,8,2026-07-25 00:18:27.253605
817,Collins PLC,Logistics,Canada,Partner,2023-09-04,15,2026-07-25 00:18:27.253843
818,Deleon PLC,E-Commerce,Singapore,Outbound Sales,2024-09-18,5,2026-07-25 00:18:27.254104
819,Thompson and Sons,Manufacturing,India,Partner,2025-06-02,4,2026-07-25 00:18:27.254350
820,Johnson Inc,Education,Germany,Organic,2023-03-31,4,2026-07-25 00:18:27.254816
821,"Gonzalez, Richardson and Marshall",Healthcare,Canada,Paid Ads,2024-07-13,11,2026-07-25 00:18:27.257343
822,"Leblanc, Maldonado and Allen",Logistics,United Kingdom,Referral,2024-09-08,17,2026-07-25 00:18:27.257936
823,"Griffin, Horne and Wells",Logistics,Canada,Partner,2025-01-29,4,2026-07-25 00:18:27.258480
824,Cooper-Monroe,Logistics,Singapore,Social Media,2025-05-06,15,2026-07-25 00:18:27.258838
825,"Rivas, Davis and Johnson",Manufacturing,India,Paid Ads,2024-02-06,2,2026-07-25 00:18:27.259307
826,Nash and Sons,Finance,India,Paid Ads,2023-03-19,4,2026-07-25 00:18:27.259716
827,"Perez, Clark and Pearson",Healthcare,Singapore,Referral,2023-12-10,17,2026-07-25 00:18:27.260403
828,Hancock Ltd,Healthcare,Australia,Referral,2025-03-08,11,2026-07-25 00:18:27.260642
829,Buck-Holland,Consulting,Germany,Partner,2023-01-14,8,2026-07-25 00:18:27.260977
830,Walker PLC,Marketing,Singapore,Referral,2025-07-22,6,2026-07-25 00:18:27.261211
831,"Rasmussen, Day and Coleman",Marketing,Germany,Organic,2024-04-19,20,2026-07-25 00:18:27.261739
832,Stevens-Robinson,Retail,Germany,Outbound Sales,2024-08-07,14,2026-07-25 00:18:27.262149
833,"Meyer, Hanson and Silva",Marketing,India,Social Media,2024-04-14,7,2026-07-25 00:18:27.262699
834,"Key, Levy and Franco",Retail,Canada,Social Media,2023-01-12,3,2026-07-25 00:18:27.263327
835,"Wheeler, Campbell and Cohen",E-Commerce,India,Outbound Sales,2025-05-22,6,2026-07-25 00:18:27.263874
836,Rogers LLC,Manufacturing,Canada,Referral,2025-01-18,15,2026-07-25 00:18:27.264374
837,Hensley-Green,Finance,Canada,Social Media,2025-09-22,16,2026-07-25 00:18:27.264920
838,Lopez-Holmes,Consulting,Singapore,Paid Ads,2025-10-09,20,2026-07-25 00:18:27.265411
839,Trujillo PLC,Marketing,Australia,Partner,2024-01-09,19,2026-07-25 00:18:27.265763
840,"Flores, Taylor and Johnson",Finance,Canada,Paid Ads,2024-09-19,15,2026-07-25 00:18:27.267002
841,Green-Barnes,E-Commerce,USA,Social Media,2025-02-11,10,2026-07-25 00:18:27.267510
842,"Johnson, Erickson and Armstrong",E-Commerce,Australia,Organic,2024-08-26,5,2026-07-25 00:18:27.268515
843,Barber-Walker,Manufacturing,India,Referral,2023-10-23,10,2026-07-25 00:18:27.268979
844,"Glover, Knox and Powers",Finance,USA,Paid Ads,2025-04-10,5,2026-07-25 00:18:27.269512
845,Bruce-Pittman,Consulting,Germany,Partner,2025-02-27,20,2026-07-25 00:18:27.269884
846,Carter Group,Healthcare,Australia,Partner,2025-05-17,14,2026-07-25 00:18:27.270093
847,"Green, Stokes and Hines",Healthcare,Germany,Social Media,2023-07-18,18,2026-07-25 00:18:27.270556
848,"Lam, Pena and Walker",Healthcare,Australia,Referral,2023-10-12,16,2026-07-25 00:18:27.271071
849,"Savage, Fisher and Eaton",Education,USA,Referral,2023-12-13,11,2026-07-25 00:18:27.271595
850,Richards-Ford,Logistics,Australia,Organic,2024-07-31,12,2026-07-25 00:18:27.271928
851,Brown-Walters,SaaS,Germany,Referral,2023-07-02,7,2026-07-25 00:18:27.272253
852,"Jones, Preston and Mason",Marketing,Australia,Outbound Sales,2025-06-20,16,2026-07-25 00:18:27.272739
853,Moreno-Gutierrez,Marketing,Singapore,Partner,2025-11-23,14,2026-07-25 00:18:27.273077
854,Gay LLC,Logistics,Germany,Referral,2023-08-23,3,2026-07-25 00:18:27.273273
855,"Orozco, Hatfield and Thomas",E-Commerce,India,Referral,2024-09-27,10,2026-07-25 00:18:27.273735
856,Freeman Ltd,SaaS,Canada,Referral,2023-10-08,18,2026-07-25 00:18:27.273934
857,Walters-Smith,Education,USA,Partner,2023-10-02,19,2026-07-25 00:18:27.274261
858,Juarez and Sons,Logistics,Australia,Outbound Sales,2024-02-29,4,2026-07-25 00:18:27.274459
859,Burns Inc,E-Commerce,India,Paid Ads,2025-06-14,18,2026-07-25 00:18:27.274654
860,"Hamilton, Jordan and Patterson",Manufacturing,Australia,Organic,2023-07-21,15,2026-07-25 00:18:27.275152
861,Smith-Ferguson,Consulting,USA,Partner,2025-01-11,4,2026-07-25 00:18:27.275487
862,Mcclain PLC,Retail,Canada,Organic,2024-08-02,15,2026-07-25 00:18:27.275683
863,Rhodes Ltd,Education,Canada,Organic,2023-10-24,15,2026-07-25 00:18:27.275879
864,Steele LLC,Finance,United Kingdom,Referral,2024-01-22,7,2026-07-25 00:18:27.276073
865,Garcia PLC,E-Commerce,Singapore,Paid Ads,2024-04-29,20,2026-07-25 00:18:27.276267
866,Jackson-Colon,Marketing,USA,Outbound Sales,2025-07-03,5,2026-07-25 00:18:27.276591
867,Bryant-Meyer,Retail,United Kingdom,Referral,2024-04-08,2,2026-07-25 00:18:27.276948
868,Hamilton-Mcdaniel,E-Commerce,Canada,Outbound Sales,2025-03-25,9,2026-07-25 00:18:27.277281
869,Ferrell-Henry,E-Commerce,Australia,Referral,2023-07-27,11,2026-07-25 00:18:27.277607
870,Vaughan Group,Education,Canada,Outbound Sales,2023-10-20,9,2026-07-25 00:18:27.277801
871,Walker and Sons,Consulting,Singapore,Organic,2023-01-30,5,2026-07-25 00:18:27.278360
872,"Johnson, Wagner and Martinez",Marketing,India,Paid Ads,2023-11-25,5,2026-07-25 00:18:27.279002
873,Brooks Ltd,Healthcare,USA,Referral,2025-10-07,11,2026-07-25 00:18:27.279222
874,"Dean, Wheeler and Williams",Retail,United Kingdom,Social Media,2024-02-02,13,2026-07-25 00:18:27.279686
875,"Huff, Williams and Wilson",Logistics,USA,Outbound Sales,2023-06-17,9,2026-07-25 00:18:27.280437
876,Martinez-King,Marketing,Germany,Partner,2024-11-21,3,2026-07-25 00:18:27.281037
877,Harris Ltd,Finance,Germany,Outbound Sales,2025-12-26,9,2026-07-25 00:18:27.281407
878,Turner Ltd,Manufacturing,Germany,Partner,2025-09-06,11,2026-07-25 00:18:27.281654
879,"Meyer, Dean and Haynes",E-Commerce,India,Social Media,2023-06-06,3,2026-07-25 00:18:27.282129
880,Hunt PLC,Logistics,Singapore,Social Media,2024-10-12,12,2026-07-25 00:18:27.282329
881,Wilson-Rodriguez,Finance,United Kingdom,Outbound Sales,2023-07-02,13,2026-07-25 00:18:27.282747
882,"Gonzalez, Baker and Mills",Retail,Germany,Referral,2023-11-05,16,2026-07-25 00:18:27.283327
883,Warner-Phillips,Education,Canada,Paid Ads,2023-11-10,11,2026-07-25 00:18:27.283682
884,"Crawford, Clark and Fitzpatrick",Consulting,Australia,Referral,2023-03-03,19,2026-07-25 00:18:27.284459
885,Smith Ltd,Logistics,United Kingdom,Paid Ads,2024-05-28,2,2026-07-25 00:18:27.284719
886,Conley Ltd,SaaS,India,Social Media,2023-05-19,15,2026-07-25 00:18:27.284968
887,Herring PLC,SaaS,India,Referral,2025-02-06,15,2026-07-25 00:18:27.285192
888,"Cummings, Conway and Newman",Logistics,India,Partner,2023-04-27,7,2026-07-25 00:18:27.285696
889,Baker-Williams,Healthcare,Singapore,Paid Ads,2024-12-10,6,2026-07-25 00:18:27.286097
890,Phelps LLC,Education,India,Social Media,2023-09-29,12,2026-07-25 00:18:27.286314
891,Simmons-Wilson,Education,India,Paid Ads,2025-11-17,6,2026-07-25 00:18:27.286638
892,Christian Ltd,SaaS,Germany,Social Media,2023-03-13,10,2026-07-25 00:18:27.286833
893,Murphy Group,Retail,Germany,Social Media,2025-10-02,3,2026-07-25 00:18:27.287026
894,Johns-Davis,Finance,India,Referral,2025-08-23,16,2026-07-25 00:18:27.287347
895,Wilson Group,Finance,USA,Outbound Sales,2024-06-16,8,2026-07-25 00:18:27.287542
896,Houston-Vaughn,Consulting,Singapore,Partner,2024-12-10,1,2026-07-25 00:18:27.287899
897,Banks-Robles,SaaS,Singapore,Paid Ads,2025-01-12,4,2026-07-25 00:18:27.288235
898,Horton Inc,Marketing,Singapore,Referral,2023-06-25,16,2026-07-25 00:18:27.288494
899,Perry PLC,Finance,USA,Partner,2023-09-05,3,2026-07-25 00:18:27.288700
900,"Gregory, White and James",Finance,India,Paid Ads,2025-01-19,12,2026-07-25 00:18:27.289161
901,"Johnson, Cohen and Roberson",Education,USA,Partner,2024-07-11,5,2026-07-25 00:18:27.289625
902,Knapp-Rodriguez,Healthcare,India,Outbound Sales,2023-07-22,19,2026-07-25 00:18:27.289982
903,Williams-Green,SaaS,Australia,Social Media,2024-09-30,6,2026-07-25 00:18:27.290313
904,Bush Ltd,Logistics,Canada,Social Media,2024-05-03,7,2026-07-25 00:18:27.290509
905,"Ray, Cunningham and Levine",Healthcare,Germany,Outbound Sales,2025-03-26,15,2026-07-25 00:18:27.290964
906,Stone-Watts,Retail,India,Organic,2025-11-06,5,2026-07-25 00:18:27.291284
907,Reynolds Ltd,Finance,Australia,Social Media,2025-08-18,13,2026-07-25 00:18:27.291475
908,Reed-Rhodes,Manufacturing,Germany,Paid Ads,2024-01-22,5,2026-07-25 00:18:27.291819
909,Combs PLC,Retail,Canada,Social Media,2024-08-20,3,2026-07-25 00:18:27.292019
910,Smith and Sons,Retail,Australia,Outbound Sales,2025-08-10,20,2026-07-25 00:18:27.292211
911,Christian-Booth,E-Commerce,Canada,Social Media,2025-02-24,1,2026-07-25 00:18:27.292532
912,Flores-Rivera,Education,USA,Outbound Sales,2023-04-27,20,2026-07-25 00:18:27.292853
913,Hunter PLC,Consulting,USA,Social Media,2024-03-08,13,2026-07-25 00:18:27.293100
914,Powell-Young,Education,Singapore,Organic,2025-09-26,8,2026-07-25 00:18:27.293433
915,Solis-West,Logistics,Germany,Organic,2024-12-14,8,2026-07-25 00:18:27.293779
916,Stewart-Hooper,Logistics,Singapore,Outbound Sales,2025-02-13,3,2026-07-25 00:18:27.294111
917,Garcia Group,Consulting,India,Paid Ads,2025-10-11,11,2026-07-25 00:18:27.294305
918,"Dunn, Petersen and Conner",Healthcare,Germany,Outbound Sales,2023-02-25,14,2026-07-25 00:18:27.294758
919,"Torres, Romero and Clark",Manufacturing,Australia,Social Media,2025-08-19,6,2026-07-25 00:18:27.295215
920,Clements-Cox,Logistics,United Kingdom,Organic,2025-11-09,1,2026-07-25 00:18:27.295534
921,Richard LLC,E-Commerce,India,Organic,2023-03-26,9,2026-07-25 00:18:27.295742
922,"Greene, Moran and Cox",Retail,India,Organic,2025-05-20,13,2026-07-25 00:18:27.296505
923,Davis Ltd,Consulting,Canada,Social Media,2024-12-03,17,2026-07-25 00:18:27.296837
924,Peterson Ltd,Marketing,Germany,Social Media,2023-12-11,13,2026-07-25 00:18:27.297061
925,"Boyd, Park and Williams",Finance,Singapore,Outbound Sales,2024-03-29,18,2026-07-25 00:18:27.297530
926,Taylor-Love,E-Commerce,USA,Paid Ads,2023-09-13,3,2026-07-25 00:18:27.297927
927,King and Sons,Education,India,Outbound Sales,2024-09-27,7,2026-07-25 00:18:27.298119
928,Conrad Group,Healthcare,Australia,Paid Ads,2023-10-19,13,2026-07-25 00:18:27.298283
929,Summers-Lee,E-Commerce,Singapore,Social Media,2023-12-01,3,2026-07-25 00:18:27.298550
930,Sherman Inc,Education,Singapore,Partner,2024-06-08,8,2026-07-25 00:18:27.298711
931,"Chapman, Barton and Hayes",SaaS,USA,Organic,2025-09-10,14,2026-07-25 00:18:27.299092
932,"Blanchard, Taylor and Porter",Finance,Germany,Outbound Sales,2025-10-19,20,2026-07-25 00:18:27.299475
933,"Williams, Mcconnell and Roberson",SaaS,Canada,Social Media,2025-04-03,6,2026-07-25 00:18:27.299979
934,"Norman, Kent and Holt",Finance,India,Social Media,2025-01-20,5,2026-07-25 00:18:27.300663
935,"Ochoa, Garcia and Sandoval",SaaS,USA,Partner,2023-09-27,12,2026-07-25 00:18:27.301332
936,Gordon-Cruz,Consulting,Australia,Social Media,2025-07-30,9,2026-07-25 00:18:27.301858
937,"Farmer, Hill and Stuart",Healthcare,Canada,Referral,2025-08-04,9,2026-07-25 00:18:27.302517
938,Ballard-Taylor,Finance,United Kingdom,Organic,2024-04-01,11,2026-07-25 00:18:27.303000
939,"Tanner, Hunt and Cameron",Marketing,Canada,Outbound Sales,2025-07-24,3,2026-07-25 00:18:27.303708
940,Joseph-Walls,Education,Singapore,Outbound Sales,2025-04-30,3,2026-07-25 00:18:27.304191
941,Harris PLC,Logistics,Germany,Outbound Sales,2025-09-09,12,2026-07-25 00:18:27.304477
942,"Reed, Chambers and Zavala",SaaS,Germany,Outbound Sales,2024-03-27,6,2026-07-25 00:18:27.305143
943,Gordon Ltd,Manufacturing,USA,Paid Ads,2025-10-06,4,2026-07-25 00:18:27.305383
944,Page-Hodges,E-Commerce,Singapore,Social Media,2025-09-16,4,2026-07-25 00:18:27.305756
945,Aguilar-Bender,Retail,Singapore,Outbound Sales,2025-05-23,1,2026-07-25 00:18:27.306106
946,"Adkins, Skinner and Mitchell",SaaS,United Kingdom,Organic,2024-10-10,8,2026-07-25 00:18:27.306589
947,Mills Inc,SaaS,Germany,Paid Ads,2024-10-18,13,2026-07-25 00:18:27.306802
948,Brown Inc,Healthcare,USA,Organic,2024-08-14,18,2026-07-25 00:18:27.307040
949,Christensen-Martin,Marketing,USA,Paid Ads,2023-11-07,8,2026-07-25 00:18:27.307405
950,"King, Franco and Vaughn",Marketing,Singapore,Paid Ads,2024-03-21,9,2026-07-25 00:18:27.307935
951,Molina Inc,Finance,Australia,Paid Ads,2024-04-03,4,2026-07-25 00:18:27.308217
952,Garcia-Parrish,Consulting,Singapore,Organic,2024-07-11,6,2026-07-25 00:18:27.308577
953,Newton PLC,Retail,United Kingdom,Outbound Sales,2025-05-22,2,2026-07-25 00:18:27.308804
954,Dixon Ltd,Marketing,India,Partner,2024-08-27,10,2026-07-25 00:18:27.309033
955,"Beck, House and Hughes",Education,Canada,Organic,2024-03-22,18,2026-07-25 00:18:27.309560
956,Church-Brown,Logistics,India,Paid Ads,2025-11-30,7,2026-07-25 00:18:27.309965
957,Oliver Group,Education,Australia,Paid Ads,2024-01-26,20,2026-07-25 00:18:27.310195
958,"Bush, Holland and Fischer",Retail,Germany,Paid Ads,2023-12-17,19,2026-07-25 00:18:27.310711
959,"Morrison, Parsons and Brandt",Logistics,United Kingdom,Referral,2025-04-29,18,2026-07-25 00:18:27.311239
960,Thompson-Fleming,Retail,USA,Organic,2024-04-01,14,2026-07-25 00:18:27.311612
961,Moss Inc,SaaS,USA,Outbound Sales,2023-10-18,12,2026-07-25 00:18:27.311873
962,Patterson PLC,SaaS,Canada,Organic,2024-08-08,13,2026-07-25 00:18:27.312102
963,Martin LLC,Education,India,Referral,2024-02-15,17,2026-07-25 00:18:27.312315
964,Owens-Pineda,Retail,Germany,Partner,2023-01-09,2,2026-07-25 00:18:27.312586
965,Mcfarland PLC,Healthcare,Singapore,Paid Ads,2023-03-04,3,2026-07-25 00:18:27.312744
966,"Gilbert, Stanley and Henry",SaaS,USA,Outbound Sales,2023-03-21,14,2026-07-25 00:18:27.313121
967,"Howard, Bowers and Stewart",Manufacturing,Germany,Social Media,2025-06-08,3,2026-07-25 00:18:27.313497
968,Meyer PLC,E-Commerce,India,Outbound Sales,2023-12-08,5,2026-07-25 00:18:27.313654
969,Daniels-Powell,Marketing,India,Outbound Sales,2023-09-05,19,2026-07-25 00:18:27.314033
970,Ware Ltd,SaaS,Germany,Social Media,2024-06-26,5,2026-07-25 00:18:27.314302
971,Ward-Robinson,Retail,Canada,Paid Ads,2024-05-30,11,2026-07-25 00:18:27.314768
972,"Wells, Hoffman and Goodwin",Marketing,Singapore,Social Media,2025-08-18,11,2026-07-25 00:18:27.315435
973,Wilson LLC,Manufacturing,Germany,Paid Ads,2025-10-05,8,2026-07-25 00:18:27.315759
974,Conway PLC,Finance,USA,Referral,2024-11-23,19,2026-07-25 00:18:27.316054
975,Haley Ltd,Finance,USA,Organic,2025-08-22,6,2026-07-25 00:18:27.316423
976,Moon-Landry,Logistics,Germany,Paid Ads,2024-05-13,14,2026-07-25 00:18:27.316913
977,Fernandez-Campbell,Finance,Australia,Paid Ads,2024-08-22,7,2026-07-25 00:18:27.317397
978,Robertson-Hicks,Logistics,Canada,Partner,2025-03-13,9,2026-07-25 00:18:27.317931
979,Phillips Ltd,Finance,India,Referral,2025-01-26,10,2026-07-25 00:18:27.318215
980,Palmer-Vaughan,E-Commerce,India,Referral,2023-10-27,11,2026-07-25 00:18:27.318690
981,"Ferguson, Sims and Clark",Healthcare,India,Social Media,2023-09-18,8,2026-07-25 00:18:27.319341
982,Hancock Group,Manufacturing,Germany,Outbound Sales,2025-09-04,2,2026-07-25 00:18:27.319635
983,Medina Ltd,Education,Canada,Referral,2023-06-11,1,2026-07-25 00:18:27.319950
984,"Montoya, Jones and Parks",Marketing,United Kingdom,Partner,2024-11-07,18,2026-07-25 00:18:27.320625
985,Love-Johnson,Consulting,USA,Organic,2023-02-06,15,2026-07-25 00:18:27.321097
986,Thompson LLC,Finance,United Kingdom,Referral,2023-04-24,4,2026-07-25 00:18:27.321380
987,Andrews and Sons,SaaS,India,Referral,2025-05-16,5,2026-07-25 00:18:27.321654
988,Hughes-Mccoy,Retail,United Kingdom,Partner,2024-02-06,12,2026-07-25 00:18:27.322023
989,Smith-Nunez,Finance,Australia,Outbound Sales,2024-11-03,9,2026-07-25 00:18:27.322368
990,May PLC,Finance,India,Organic,2025-04-10,7,2026-07-25 00:18:27.322579
991,"Richards, Haynes and Jones",Logistics,United Kingdom,Referral,2023-04-09,3,2026-07-25 00:18:27.323112
992,Roberts Ltd,Manufacturing,India,Organic,2025-02-20,15,2026-07-25 00:18:27.323357
993,"Miller, Hubbard and Kim",SaaS,USA,Outbound Sales,2024-04-13,14,2026-07-25 00:18:27.323892
994,"Johnson, Moore and Robinson",Marketing,Germany,Organic,2024-09-05,13,2026-07-25 00:18:27.324452
995,"Phillips, Walters and Evans",Marketing,USA,Paid Ads,2024-08-30,7,2026-07-25 00:18:27.324966
996,Bernard-Smith,Healthcare,Canada,Paid Ads,2025-10-03,15,2026-07-25 00:18:27.325335
997,Martinez Inc,Healthcare,India,Outbound Sales,2025-05-12,20,2026-07-25 00:18:27.325555
998,"Long, Kelley and Miller",E-Commerce,USA,Social Media,2025-06-08,10,2026-07-25 00:18:27.326122
999,"Figueroa, Swanson and Lewis",Logistics,Germany,Outbound Sales,2023-11-23,16,2026-07-25 00:18:27.326665
1000,"Thomas, White and Jensen",SaaS,India,Paid Ads,2025-09-30,13,2026-07-25 00:18:27.327170
1001,Wilson Ltd,Healthcare,Germany,Referral,2024-01-28,17,2026-07-25 00:18:27.327400
1002,York PLC,Retail,Singapore,Outbound Sales,2025-05-31,1,2026-07-25 00:18:27.327633
1003,"Dunn, Roberts and Jones",Marketing,United Kingdom,Social Media,2024-12-17,12,2026-07-25 00:18:27.328394
1004,Swanson Group,Logistics,Australia,Partner,2023-06-02,12,2026-07-25 00:18:27.328737
1005,Anderson-Rios,E-Commerce,Australia,Paid Ads,2024-05-28,13,2026-07-25 00:18:27.329197
1006,Harvey-Mccullough,Education,USA,Organic,2023-06-05,11,2026-07-25 00:18:27.329635
1007,Hayes-Jensen,E-Commerce,USA,Organic,2024-05-08,9,2026-07-25 00:18:27.330023
1008,"Silva, Cunningham and Diaz",SaaS,United Kingdom,Partner,2024-04-19,17,2026-07-25 00:18:27.330494
1009,Jackson-Edwards,Manufacturing,United Kingdom,Outbound Sales,2024-05-06,8,2026-07-25 00:18:27.330817
1010,"Singh, Graham and Larsen",Healthcare,India,Referral,2023-12-11,8,2026-07-25 00:18:27.331280
1011,"Quinn, Humphrey and Ford",Education,Australia,Social Media,2023-07-28,2,2026-07-25 00:18:27.331772
1012,Tucker-Rodriguez,Retail,Australia,Partner,2024-07-11,12,2026-07-25 00:18:27.332138
1013,"Miller, Ramirez and Serrano",Healthcare,USA,Referral,2025-09-29,19,2026-07-25 00:18:27.332830
1014,Baker Ltd,Manufacturing,United Kingdom,Social Media,2025-04-16,12,2026-07-25 00:18:27.333157
1015,"Jones, Smith and Hunter",E-Commerce,India,Social Media,2023-04-29,12,2026-07-25 00:18:27.333538
1016,"Riley, Hammond and Lewis",E-Commerce,Australia,Referral,2023-02-18,19,2026-07-25 00:18:27.333949
1017,"Green, Shannon and Fernandez",Retail,United Kingdom,Partner,2023-02-26,18,2026-07-25 00:18:27.334324
1018,Diaz and Sons,Education,USA,Partner,2025-10-12,2,2026-07-25 00:18:27.334486
1019,"Vincent, Anderson and Mason",Finance,India,Referral,2025-07-04,20,2026-07-25 00:18:27.334851
1020,Cox-Smith,Retail,India,Outbound Sales,2023-05-21,16,2026-07-25 00:18:27.335111
1021,"Sutton, Todd and Taylor",SaaS,Canada,Outbound Sales,2024-01-07,7,2026-07-25 00:18:27.335475
1022,Knight PLC,Healthcare,Canada,Social Media,2023-09-05,6,2026-07-25 00:18:27.335639
1023,Fitzgerald Group,Manufacturing,India,Organic,2025-10-21,5,2026-07-25 00:18:27.335839
1024,Robinson Group,E-Commerce,Singapore,Referral,2024-07-11,4,2026-07-25 00:18:27.336011
1025,Baker and Sons,Consulting,United Kingdom,Paid Ads,2023-12-27,3,2026-07-25 00:18:27.336172
1026,"Clark, Velez and Ward",Manufacturing,Singapore,Social Media,2023-03-08,13,2026-07-25 00:18:27.336534
1027,Keith-Williams,E-Commerce,India,Paid Ads,2024-12-30,10,2026-07-25 00:18:27.336796
1028,Garcia-Schmitt,Manufacturing,USA,Referral,2025-10-04,14,2026-07-25 00:18:27.337058
1029,Davenport-Baker,Logistics,Singapore,Paid Ads,2025-09-11,6,2026-07-25 00:18:27.337315
1030,"Thompson, Valdez and Diaz",Consulting,Singapore,Outbound Sales,2025-04-25,12,2026-07-25 00:18:27.337678
1031,Black Group,Retail,Singapore,Outbound Sales,2025-10-11,6,2026-07-25 00:18:27.337872
1032,"Sullivan, Roth and Reed",Marketing,Canada,Social Media,2023-12-13,10,2026-07-25 00:18:27.338298
1033,"Smith, Macias and Gonzales",Healthcare,USA,Social Media,2025-01-18,1,2026-07-25 00:18:27.338701
1034,Robertson LLC,E-Commerce,Germany,Outbound Sales,2023-12-24,2,2026-07-25 00:18:27.338863
1035,Lopez LLC,Healthcare,Australia,Paid Ads,2023-11-25,20,2026-07-25 00:18:27.339020
1036,"Montoya, Guerrero and Perry",Retail,Singapore,Outbound Sales,2025-07-24,4,2026-07-25 00:18:27.339378
1037,"Wilson, Leonard and Mendoza",Logistics,USA,Paid Ads,2024-05-27,3,2026-07-25 00:18:27.339737
1038,Holland Group,Retail,Canada,Paid Ads,2025-07-06,6,2026-07-25 00:18:27.339923
1039,Williams PLC,Finance,United Kingdom,Social Media,2023-02-04,11,2026-07-25 00:18:27.340087
1040,Taylor PLC,Logistics,India,Paid Ads,2025-07-09,7,2026-07-25 00:18:27.340243
1041,"Thomas, Jackson and Nielsen",Retail,Singapore,Organic,2023-03-02,12,2026-07-25 00:18:27.340602
1042,Greene-Elliott,Education,United Kingdom,Organic,2025-03-13,1,2026-07-25 00:18:27.340859
1043,"Luna, Nicholson and Valentine",SaaS,Germany,Partner,2023-01-29,14,2026-07-25 00:18:27.341218
1044,Obrien-Ruiz,Healthcare,Germany,Partner,2023-12-03,13,2026-07-25 00:18:27.341474
1045,Robinson Group,Manufacturing,Australia,Partner,2025-01-18,4,2026-07-25 00:18:27.341631
1046,Norton and Sons,Logistics,United Kingdom,Outbound Sales,2025-07-22,8,2026-07-25 00:18:27.341809
1047,"Dixon, Jackson and Jennings",Healthcare,Germany,Organic,2025-08-26,2,2026-07-25 00:18:27.342180
1048,"Garza, Hall and Cruz",Education,India,Paid Ads,2024-12-05,9,2026-07-25 00:18:27.342541
1049,Harris PLC,Finance,India,Paid Ads,2023-06-18,6,2026-07-25 00:18:27.342698
1050,Serrano-Jacobs,Marketing,USA,Social Media,2025-11-29,3,2026-07-25 00:18:27.342952
1051,Valenzuela-Greene,Consulting,India,Paid Ads,2023-10-03,20,2026-07-25 00:18:27.343208
1052,"Goodwin, Davis and Hopkins",E-Commerce,Germany,Social Media,2025-04-05,1,2026-07-25 00:18:27.343567
1053,"Carey, Prince and Hampton",Marketing,Singapore,Referral,2025-07-26,20,2026-07-25 00:18:27.344009
