target_id,manager_id,target_month,target_revenue,achieved_revenue,created_at
399,12,2024-03-01,198306,209449.96,2026-07-25 00:18:33.435483
400,12,2024-04-01,80783,90696.77,2026-07-25 00:18:33.435489
401,12,2024-05-01,90787,107615.94,2026-07-25 00:18:33.435495
402,12,2024-06-01,110329,94844.61,2026-07-25 00:18:33.435508
403,12,2024-07-01,177169,164531.13,2026-07-25 00:18:33.435514
404,12,2024-08-01,264434,250892.23,2026-07-25 00:18:33.435521
405,12,2024-09-01,103405,100213.25,2026-07-25 00:18:33.435526
406,12,2024-10-01,283497,234228.88,2026-07-25 00:18:33.435533
407,12,2024-11-01,290932,286078.52,2026-07-25 00:18:33.435539
408,12,2024-12-01,193926,180137.13,2026-07-25 00:18:33.435545
409,12,2025-01-01,290802,242875.78,2026-07-25 00:18:33.435551
410,12,2025-02-01,201265,164839.66,2026-07-25 00:18:33.435557
411,12,2025-03-01,207510,176174.55,2026-07-25 00:18:33.435564
412,12,2025-04-01,98327,105154.7,2026-07-25 00:18:33.435570
413,12,2025-05-01,171772,138307.8,2026-07-25 00:18:33.435577
414,12,2025-06-01,110707,98478.61,2026-07-25 00:18:33.435583
415,12,2025-07-01,278992,311004.23,2026-07-25 00:18:33.435590
416,12,2025-08-01,169125,189648.99,2026-07-25 00:18:33.435597
417,12,2025-09-01,264306,235902.95,2026-07-25 00:18:33.435602
418,12,2025-10-01,276386,243733.9,2026-07-25 00:18:33.435609
419,12,2025-11-01,207327,247412.33,2026-07-25 00:18:33.435615
420,12,2025-12-01,281113,277298.38,2026-07-25 00:18:33.435621
421,12,2026-01-01,261300,197322.38,2026-07-25 00:18:33.435627
422,12,2026-02-01,228136,264819.47,2026-07-25 00:18:33.435633
423,12,2026-03-01,165761,175876.43,2026-07-25 00:18:33.435639
424,12,2026-04-01,93287,102438.7,2026-07-25 00:18:33.435646
425,12,2026-05-01,101452,85237.85,2026-07-25 00:18:33.435652
426,12,2026-06-01,282097,316491.76,2026-07-25 00:18:33.435657
427,12,2026-07-01,87024,95781.38,2026-07-25 00:18:33.435663
428,12,2026-08-01,294456,316773.05,2026-07-25 00:18:33.435669
429,12,2026-09-01,145528,148607.98,2026-07-25 00:18:33.435674
430,12,2026-10-01,212105,192111.43,2026-07-25 00:18:33.435680
431,12,2026-11-01,203781,195196.04,2026-07-25 00:18:33.435685
432,12,2026-12-01,169506,130761.37,2026-07-25 00:18:33.435691
433,13,2024-01-01,252922,196764.49,2026-07-25 00:18:33.435834
434,13,2024-02-01,149268,113378.88,2026-07-25 00:18:33.435854
435,13,2024-03-01,255523,249312.46,2026-07-25 00:18:33.435861
436,13,2024-04-01,161557,166028.65,2026-07-25 00:18:33.435867
437,13,2024-05-01,108229,109402.43,2026-07-25 00:18:33.435873
438,13,2024-06-01,130983,104545.9,2026-07-25 00:18:33.435879
439,13,2024-07-01,270254,249370.41,2026-07-25 00:18:33.435886
440,13,2024-08-01,290088,255824.07,2026-07-25 00:18:33.435893
441,13,2024-09-01,175180,143309.74,2026-07-25 00:18:33.435898
442,13,2024-10-01,235983,237468.27,2026-07-25 00:18:33.435904
443,13,2024-11-01,276815,302185.9,2026-07-25 00:18:33.435910
444,13,2024-12-01,135298,159818.72,2026-07-25 00:18:33.435917
445,13,2025-01-01,126655,96832.97,2026-07-25 00:18:33.435923
446,13,2025-02-01,223269,199295.77,2026-07-25 00:18:33.435929
447,13,2025-03-01,166822,199894.92,2026-07-25 00:18:33.435936
448,13,2025-04-01,229536,238268.98,2026-07-25 00:18:33.435942
449,13,2025-05-01,208439,231679.8,2026-07-25 00:18:33.435947
450,13,2025-06-01,87825,89474.1,2026-07-25 00:18:33.435952
451,13,2025-07-01,163541,138108.72,2026-07-25 00:18:33.435958
452,13,2025-08-01,139739,149977.95,2026-07-25 00:18:33.435963
453,13,2025-09-01,231107,202414.2,2026-07-25 00:18:33.435969
454,13,2025-10-01,233663,206826.44,2026-07-25 00:18:33.435975
455,13,2025-11-01,197554,186695.39,2026-07-25 00:18:33.435982
456,13,2025-12-01,236427,267676.63,2026-07-25 00:18:33.435988
457,13,2026-01-01,249480,268860.29,2026-07-25 00:18:33.435995
458,13,2026-02-01,233636,250222.16,2026-07-25 00:18:33.436006
459,13,2026-03-01,155811,119143.21,2026-07-25 00:18:33.436012
460,13,2026-04-01,288196,335205.2,2026-07-25 00:18:33.436020
461,13,2026-05-01,220462,244168.46,2026-07-25 00:18:33.436313
462,13,2026-06-01,166746,183840.09,2026-07-25 00:18:33.436329
463,13,2026-07-01,187195,215280.9,2026-07-25 00:18:33.436337
464,13,2026-08-01,272836,251061.06,2026-07-25 00:18:33.436345
465,13,2026-09-01,235178,260695.64,2026-07-25 00:18:33.436355
466,13,2026-10-01,194084,228920.5,2026-07-25 00:18:33.436365
467,13,2026-11-01,223742,266576.09,2026-07-25 00:18:33.436374
468,13,2026-12-01,164454,154005.77,2026-07-25 00:18:33.436384
469,14,2024-01-01,273216,283357.48,2026-07-25 00:18:33.436575
470,14,2024-02-01,186100,216406.75,2026-07-25 00:18:33.436586
471,14,2024-03-01,194556,210795.11,2026-07-25 00:18:33.436593
472,14,2024-04-01,87988,72874.84,2026-07-25 00:18:33.436600
473,14,2024-05-01,123107,132689.45,2026-07-25 00:18:33.436606
474,14,2024-06-01,186917,212353.22,2026-07-25 00:18:33.436613
475,14,2024-07-01,119018,119560.93,2026-07-25 00:18:33.436619
476,14,2024-08-01,107933,83375.95,2026-07-25 00:18:33.436906
477,14,2024-09-01,164736,188608.08,2026-07-25 00:18:33.437076
478,14,2024-10-01,166484,184926.38,2026-07-25 00:18:33.437091
479,14,2024-11-01,245335,274728.57,2026-07-25 00:18:33.437099
480,14,2024-12-01,95413,102320.23,2026-07-25 00:18:33.437106
481,14,2025-01-01,224713,173425.71,2026-07-25 00:18:33.437599
482,14,2025-02-01,83236,83295.05,2026-07-25 00:18:33.437621
483,14,2025-03-01,210428,204464.71,2026-07-25 00:18:33.437629
484,14,2025-04-01,287443,240365.75,2026-07-25 00:18:33.437635
485,14,2025-05-01,299285,318847.85,2026-07-25 00:18:33.437642
486,14,2025-06-01,283437,300840.25,2026-07-25 00:18:33.437649
487,14,2025-07-01,92611,93562.37,2026-07-25 00:18:33.437655
488,14,2025-08-01,224379,180544.58,2026-07-25 00:18:33.437662
489,14,2025-09-01,154984,123008.6,2026-07-25 00:18:33.437669
490,14,2025-10-01,141435,149999.0,2026-07-25 00:18:33.437762
491,14,2025-11-01,137394,143584.33,2026-07-25 00:18:33.437773
492,14,2025-12-01,279786,271796.26,2026-07-25 00:18:33.437779
493,14,2026-01-01,279691,272205.7,2026-07-25 00:18:33.437787
494,14,2026-02-01,239711,267311.18,2026-07-25 00:18:33.437794
495,14,2026-03-01,276970,243306.16,2026-07-25 00:18:33.437801
496,14,2026-04-01,226312,268527.34,2026-07-25 00:18:33.437806
497,14,2026-05-01,102360,82961.61,2026-07-25 00:18:33.437813
498,14,2026-06-01,268206,202276.39,2026-07-25 00:18:33.437819
499,14,2026-07-01,186097,189595.31,2026-07-25 00:18:33.437826
500,14,2026-08-01,127788,117755.23,2026-07-25 00:18:33.437832
501,14,2026-09-01,125637,128027.71,2026-07-25 00:18:33.437839
502,14,2026-10-01,226557,251603.56,2026-07-25 00:18:33.437849
503,14,2026-11-01,281699,262880.33,2026-07-25 00:18:33.437855
504,14,2026-12-01,108482,93981.57,2026-07-25 00:18:33.437863
505,15,2024-01-01,234589,234062.5,2026-07-25 00:18:33.438285
506,15,2024-02-01,170182,135460.42,2026-07-25 00:18:33.438298
507,15,2024-03-01,159105,152514.82,2026-07-25 00:18:33.438305
508,15,2024-04-01,282276,322116.84,2026-07-25 00:18:33.438311
509,15,2024-05-01,83951,97670.6,2026-07-25 00:18:33.438391
510,15,2024-06-01,123166,121063.91,2026-07-25 00:18:33.438408
511,15,2024-07-01,122441,123800.31,2026-07-25 00:18:33.438416
512,15,2024-08-01,147535,134831.45,2026-07-25 00:18:33.438472
513,15,2024-09-01,232635,268923.17,2026-07-25 00:18:33.438482
514,15,2024-10-01,96801,77263.32,2026-07-25 00:18:33.438488
515,15,2024-11-01,103419,99886.16,2026-07-25 00:18:33.438495
516,15,2024-12-01,237921,258434.09,2026-07-25 00:18:33.438500
517,15,2025-01-01,108760,89475.43,2026-07-25 00:18:33.438505
518,15,2025-02-01,226205,215466.57,2026-07-25 00:18:33.438511
519,15,2025-03-01,277712,277925.76,2026-07-25 00:18:33.438517
520,15,2025-04-01,108334,88535.76,2026-07-25 00:18:33.438523
521,15,2025-05-01,128224,118927.03,2026-07-25 00:18:33.438529
522,15,2025-06-01,130996,150359.24,2026-07-25 00:18:33.438605
523,15,2025-07-01,253879,219713.19,2026-07-25 00:18:33.438654
524,15,2025-08-01,148449,156093.29,2026-07-25 00:18:33.438663
525,15,2025-09-01,124482,146597.98,2026-07-25 00:18:33.438670
526,15,2025-10-01,299716,255808.91,2026-07-25 00:18:33.438676
527,15,2025-11-01,212540,242363.46,2026-07-25 00:18:33.438683
528,15,2025-12-01,286697,301589.79,2026-07-25 00:18:33.438690
529,15,2026-01-01,289823,290393.12,2026-07-25 00:18:33.438697
530,15,2026-02-01,252846,254530.81,2026-07-25 00:18:33.438703
531,15,2026-03-01,263232,259329.59,2026-07-25 00:18:33.438709
532,15,2026-04-01,183398,211124.86,2026-07-25 00:18:33.438714
533,15,2026-05-01,292936,300139.93,2026-07-25 00:18:33.438721
534,15,2026-06-01,190862,158247.02,2026-07-25 00:18:33.438727
535,15,2026-07-01,179159,211255.83,2026-07-25 00:18:33.438736
536,15,2026-08-01,219803,198359.25,2026-07-25 00:18:33.438742
537,15,2026-09-01,206452,214328.91,2026-07-25 00:18:33.438748
538,15,2026-10-01,261667,292277.81,2026-07-25 00:18:33.438754
539,15,2026-11-01,234771,198752.91,2026-07-25 00:18:33.438760
540,15,2026-12-01,276293,330940.05,2026-07-25 00:18:33.438766
541,16,2024-01-01,201328,164899.18,2026-07-25 00:18:33.438974
542,16,2024-02-01,244841,261731.1,2026-07-25 00:18:33.438985
543,16,2024-03-01,105092,102363.52,2026-07-25 00:18:33.438991
544,16,2024-04-01,264320,309580.76,2026-07-25 00:18:33.438997
545,16,2024-05-01,280746,249682.69,2026-07-25 00:18:33.439003
546,16,2024-06-01,240250,219539.86,2026-07-25 00:18:33.439009
547,16,2024-07-01,238672,283473.08,2026-07-25 00:18:33.439016
548,16,2024-08-01,171757,190395.47,2026-07-25 00:18:33.439022
549,16,2024-09-01,191875,146254.41,2026-07-25 00:18:33.439028
550,16,2024-10-01,189489,219370.94,2026-07-25 00:18:33.439036
551,16,2024-11-01,242586,235629.17,2026-07-25 00:18:33.439042
552,16,2024-12-01,252286,229133.58,2026-07-25 00:18:33.439048
553,16,2025-01-01,263731,242774.22,2026-07-25 00:18:33.439054
554,16,2025-02-01,240038,187641.55,2026-07-25 00:18:33.439060
555,16,2025-03-01,159277,149671.77,2026-07-25 00:18:33.439153
556,16,2025-04-01,136353,136477.68,2026-07-25 00:18:33.439172
557,16,2025-05-01,263223,249165.89,2026-07-25 00:18:33.439179
558,16,2025-06-01,190612,189175.91,2026-07-25 00:18:33.439296
559,16,2025-07-01,258611,246018.65,2026-07-25 00:18:33.439306
560,16,2025-08-01,234382,278039.62,2026-07-25 00:18:33.439312
561,16,2025-09-01,102517,88263.42,2026-07-25 00:18:33.439319
562,16,2025-10-01,280360,231836.32,2026-07-25 00:18:33.439328
563,16,2025-11-01,110066,102284.4,2026-07-25 00:18:33.439334
564,16,2025-12-01,186926,215766.25,2026-07-25 00:18:33.439394
565,16,2026-01-01,276794,207858.11,2026-07-25 00:18:33.439401
566,16,2026-02-01,125853,112144.81,2026-07-25 00:18:33.439407
567,16,2026-03-01,136520,163580.32,2026-07-25 00:18:33.439413
568,16,2026-04-01,285823,227614.76,2026-07-25 00:18:33.439420
569,16,2026-05-01,244069,250754.48,2026-07-25 00:18:33.439427
570,16,2026-06-01,254698,210992.82,2026-07-25 00:18:33.439434
571,16,2026-07-01,151992,126389.34,2026-07-25 00:18:33.439444
572,16,2026-08-01,107334,80786.02,2026-07-25 00:18:33.439460
573,16,2026-09-01,189616,195842.86,2026-07-25 00:18:33.439467
574,16,2026-10-01,173853,172585.87,2026-07-25 00:18:33.439473
575,16,2026-11-01,283477,309252.73,2026-07-25 00:18:33.439479
576,16,2026-12-01,94710,101411.26,2026-07-25 00:18:33.439486
577,17,2024-01-01,247487,240129.65,2026-07-25 00:18:33.439639
578,17,2024-02-01,130104,126461.4,2026-07-25 00:18:33.439647
579,17,2024-03-01,84418,72745.51,2026-07-25 00:18:33.439653
580,17,2024-04-01,180144,148295.5,2026-07-25 00:18:33.439659
581,17,2024-05-01,186569,201341.98,2026-07-25 00:18:33.439665
582,17,2024-06-01,104727,113354.89,2026-07-25 00:18:33.439672
583,17,2024-07-01,110232,130968.89,2026-07-25 00:18:33.439678
584,17,2024-08-01,284239,242315.29,2026-07-25 00:18:33.439684
585,17,2024-09-01,218804,229977.94,2026-07-25 00:18:33.439690
586,17,2024-10-01,153954,117480.36,2026-07-25 00:18:33.439697
587,17,2024-11-01,207714,198820.01,2026-07-25 00:18:33.439888
588,17,2024-12-01,233566,214100.45,2026-07-25 00:18:33.439906
589,17,2025-01-01,179971,166400.27,2026-07-25 00:18:33.439913
590,17,2025-02-01,216178,211807.28,2026-07-25 00:18:33.439920
591,17,2025-03-01,146608,110890.01,2026-07-25 00:18:33.439926
592,17,2025-04-01,145512,158791.17,2026-07-25 00:18:33.439933
593,17,2025-05-01,278228,316132.2,2026-07-25 00:18:33.439938
594,17,2025-06-01,164001,167282.83,2026-07-25 00:18:33.439950
595,17,2025-07-01,252133,230120.35,2026-07-25 00:18:33.439957
596,17,2025-08-01,286360,322820.47,2026-07-25 00:18:33.439962
597,17,2025-09-01,247154,281428.43,2026-07-25 00:18:33.439968
598,17,2025-10-01,97145,78797.35,2026-07-25 00:18:33.439974
599,17,2025-11-01,236050,228400.94,2026-07-25 00:18:33.439981
600,17,2025-12-01,283138,229453.15,2026-07-25 00:18:33.439986
601,17,2026-01-01,207477,155672.48,2026-07-25 00:18:33.439995
602,17,2026-02-01,294793,317881.21,2026-07-25 00:18:33.440000
603,17,2026-03-01,204903,234986.93,2026-07-25 00:18:33.440007
604,17,2026-04-01,260908,257103.23,2026-07-25 00:18:33.440014
605,17,2026-05-01,193265,189727.18,2026-07-25 00:18:33.440020
606,17,2026-06-01,139214,117758.35,2026-07-25 00:18:33.440026
607,17,2026-07-01,114345,121125.59,2026-07-25 00:18:33.440031
608,17,2026-08-01,277572,240968.06,2026-07-25 00:18:33.440038
609,17,2026-09-01,296409,267387.17,2026-07-25 00:18:33.440045
610,17,2026-10-01,125489,132317.48,2026-07-25 00:18:33.440050
611,17,2026-11-01,182087,174745.83,2026-07-25 00:18:33.440056
612,17,2026-12-01,241297,242048.32,2026-07-25 00:18:33.440062
613,18,2024-01-01,148912,164313.55,2026-07-25 00:18:33.440182
614,18,2024-02-01,83679,90367.93,2026-07-25 00:18:33.440188
615,18,2024-03-01,136697,112068.06,2026-07-25 00:18:33.440196
616,18,2024-04-01,139161,116933.81,2026-07-25 00:18:33.440203
617,18,2024-05-01,155134,171927.54,2026-07-25 00:18:33.440209
618,18,2024-06-01,133423,144968.8,2026-07-25 00:18:33.440216
619,18,2024-07-01,135744,130186.42,2026-07-25 00:18:33.440222
620,18,2024-08-01,190501,174224.41,2026-07-25 00:18:33.440228
621,18,2024-09-01,276118,246072.9,2026-07-25 00:18:33.440234
622,18,2024-10-01,218953,251857.38,2026-07-25 00:18:33.440240
623,18,2024-11-01,132217,134130.91,2026-07-25 00:18:33.440245
624,18,2024-12-01,139487,117046.99,2026-07-25 00:18:33.440251
625,18,2025-01-01,276002,298350.91,2026-07-25 00:18:33.440257
626,18,2025-02-01,193488,152804.92,2026-07-25 00:18:33.440262
627,18,2025-03-01,277420,224614.13,2026-07-25 00:18:33.440375
628,18,2025-04-01,266213,250049.33,2026-07-25 00:18:33.440395
629,18,2025-05-01,210306,191632.09,2026-07-25 00:18:33.440405
630,18,2025-06-01,151031,161651.98,2026-07-25 00:18:33.440411
631,18,2025-07-01,255713,267830.37,2026-07-25 00:18:33.440417
632,18,2025-08-01,279974,335962.41,2026-07-25 00:18:33.440422
633,18,2025-09-01,99955,109493.59,2026-07-25 00:18:33.440427
634,18,2025-10-01,189675,211114.63,2026-07-25 00:18:33.440433
635,18,2025-11-01,199933,234697.83,2026-07-25 00:18:33.440439
636,18,2025-12-01,143304,140178.98,2026-07-25 00:18:33.440445
637,18,2026-01-01,121299,103376.59,2026-07-25 00:18:33.440450
638,18,2026-02-01,202984,174166.04,2026-07-25 00:18:33.440456
639,18,2026-03-01,188407,149721.6,2026-07-25 00:18:33.440461
640,18,2026-04-01,193579,158674.56,2026-07-25 00:18:33.440466
641,18,2026-05-01,261101,275171.8,2026-07-25 00:18:33.440473
642,18,2026-06-01,113953,123807.19,2026-07-25 00:18:33.440480
643,18,2026-07-01,162623,158864.72,2026-07-25 00:18:33.440485
644,18,2026-08-01,125183,101654.28,2026-07-25 00:18:33.440492
645,18,2026-09-01,136188,130678.55,2026-07-25 00:18:33.440497
646,18,2026-10-01,170919,153181.13,2026-07-25 00:18:33.440503
647,18,2026-11-01,299905,255051.54,2026-07-25 00:18:33.440509
648,18,2026-12-01,257566,250605.7,2026-07-25 00:18:33.440515
649,19,2024-01-01,267689,224300.42,2026-07-25 00:18:33.440634
650,19,2024-02-01,271938,256322.51,2026-07-25 00:18:33.440642
651,19,2024-03-01,253998,294314.91,2026-07-25 00:18:33.440647
652,19,2024-04-01,112646,95919.39,2026-07-25 00:18:33.440652
653,19,2024-05-01,174748,157935.88,2026-07-25 00:18:33.440658
654,19,2024-06-01,158733,141797.38,2026-07-25 00:18:33.440664
655,19,2024-07-01,270654,282477.32,2026-07-25 00:18:33.440669
656,19,2024-08-01,151808,127586.67,2026-07-25 00:18:33.440675
657,19,2024-09-01,166547,176733.7,2026-07-25 00:18:33.440707
658,19,2024-10-01,208948,182283.87,2026-07-25 00:18:33.440723
659,19,2024-11-01,95639,71962.9,2026-07-25 00:18:33.440730
660,19,2024-12-01,170931,151076.02,2026-07-25 00:18:33.440737
661,19,2025-01-01,154730,128414.31,2026-07-25 00:18:33.440747
662,19,2025-02-01,210671,176939.3,2026-07-25 00:18:33.440753
663,19,2025-03-01,92740,97796.55,2026-07-25 00:18:33.440760
664,19,2025-04-01,179463,164294.43,2026-07-25 00:18:33.440767
665,19,2025-05-01,169201,192025.53,2026-07-25 00:18:33.440773
666,19,2025-06-01,243142,217311.87,2026-07-25 00:18:33.440780
667,19,2025-07-01,152361,128973.89,2026-07-25 00:18:33.440785
668,19,2025-08-01,163381,149977.77,2026-07-25 00:18:33.440793
669,19,2025-09-01,100065,87555.0,2026-07-25 00:18:33.440800
670,19,2025-10-01,157836,154505.62,2026-07-25 00:18:33.440806
671,19,2025-11-01,169445,132632.2,2026-07-25 00:18:33.440812
672,19,2025-12-01,119172,89838.87,2026-07-25 00:18:33.440819
673,19,2026-01-01,111058,89636.01,2026-07-25 00:18:33.440825
674,19,2026-02-01,295925,252947.85,2026-07-25 00:18:33.440838
675,19,2026-03-01,265353,295058.6,2026-07-25 00:18:33.440844
676,19,2026-04-01,243103,193364.46,2026-07-25 00:18:33.440850
677,19,2026-05-01,224367,206357.43,2026-07-25 00:18:33.440858
678,19,2026-06-01,178984,185300.62,2026-07-25 00:18:33.440866
679,19,2026-07-01,259912,238119.68,2026-07-25 00:18:33.440872
680,19,2026-08-01,114359,110980.34,2026-07-25 00:18:33.440877
681,19,2026-09-01,124649,109498.31,2026-07-25 00:18:33.440883
682,19,2026-10-01,111943,100700.5,2026-07-25 00:18:33.440889
683,19,2026-11-01,254886,277384.11,2026-07-25 00:18:33.440895
684,19,2026-12-01,200227,198284.75,2026-07-25 00:18:33.440900
685,20,2024-01-01,182859,150512.69,2026-07-25 00:18:33.441063
686,20,2024-02-01,275953,216989.02,2026-07-25 00:18:33.441072
687,20,2024-03-01,292947,267094.71,2026-07-25 00:18:33.441078
688,20,2024-04-01,171493,195608.2,2026-07-25 00:18:33.441084
689,20,2024-05-01,201260,155684.13,2026-07-25 00:18:33.441091
690,20,2024-06-01,135098,154969.72,2026-07-25 00:18:33.441097
691,20,2024-07-01,242235,211124.47,2026-07-25 00:18:33.441103
692,20,2024-08-01,86387,91997.16,2026-07-25 00:18:33.441109
693,20,2024-09-01,238058,182451.29,2026-07-25 00:18:33.441115
694,20,2024-10-01,195607,233334.1,2026-07-25 00:18:33.441121
695,20,2024-11-01,124722,128322.43,2026-07-25 00:18:33.441128
696,20,2024-12-01,175917,151535.8,2026-07-25 00:18:33.441134
697,20,2025-01-01,248950,212499.0,2026-07-25 00:18:33.441140
698,20,2025-02-01,280389,283126.85,2026-07-25 00:18:33.441146
699,20,2025-03-01,275071,240669.98,2026-07-25 00:18:33.441152
700,20,2025-04-01,237236,215359.4,2026-07-25 00:18:33.441159
701,20,2025-05-01,269661,291866.45,2026-07-25 00:18:33.441165
702,20,2025-06-01,83808,66578.8,2026-07-25 00:18:33.441172
703,20,2025-07-01,230651,240872.42,2026-07-25 00:18:33.441178
704,20,2025-08-01,122312,138042.24,2026-07-25 00:18:33.441185
705,20,2025-09-01,220640,192671.01,2026-07-25 00:18:33.441191
706,20,2025-10-01,269252,234502.82,2026-07-25 00:18:33.441198
707,20,2025-11-01,127552,123409.28,2026-07-25 00:18:33.441204
708,20,2025-12-01,257203,299525.78,2026-07-25 00:18:33.441211
709,20,2026-01-01,144601,115956.05,2026-07-25 00:18:33.441217
710,20,2026-02-01,115254,95672.23,2026-07-25 00:18:33.441223
711,20,2026-03-01,164096,191079.86,2026-07-25 00:18:33.441229
712,20,2026-04-01,234481,193780.02,2026-07-25 00:18:33.441235
713,20,2026-05-01,217758,220140.6,2026-07-25 00:18:33.441241
714,20,2026-06-01,99284,105725.22,2026-07-25 00:18:33.441247
715,20,2026-07-01,207276,236629.34,2026-07-25 00:18:33.441253
716,20,2026-08-01,298711,286086.68,2026-07-25 00:18:33.441259
717,20,2026-09-01,288835,291771.65,2026-07-25 00:18:33.441264
718,20,2026-10-01,147236,140419.42,2026-07-25 00:18:33.441270
719,20,2026-11-01,192918,168127.52,2026-07-25 00:18:33.441275
720,20,2026-12-01,241980,214213.2,2026-07-25 00:18:33.441281
