usage_id,customer_id,usage_month,active_users,api_requests,storage_used_gb,login_count,created_at
10300,1262,2024-07-22,3,1250,19.87,150,2026-07-25 00:18:32.148005
10301,1262,2024-08-21,3,657,10.15,420,2026-07-25 00:18:32.148017
10302,1263,2025-02-17,4,4167,12.65,404,2026-07-25 00:18:32.148030
10303,1263,2025-03-19,3,1224,23.24,147,2026-07-25 00:18:32.148041
10304,1263,2025-04-18,2,770,12.29,185,2026-07-25 00:18:32.148051
10305,1263,2025-05-18,1,2515,17.66,386,2026-07-25 00:18:32.148060
10306,1263,2025-06-17,5,2426,18.98,327,2026-07-25 00:18:32.148070
10307,1264,2024-08-24,12,20010,100.69,298,2026-07-25 00:18:32.148083
10308,1264,2024-09-23,14,13729,99.41,95,2026-07-25 00:18:32.148092
10309,1264,2024-10-23,19,24335,65.97,256,2026-07-25 00:18:32.148100
10310,1264,2024-11-22,2,24063,163.69,421,2026-07-25 00:18:32.148124
10311,1264,2024-12-22,11,13445,193.12,162,2026-07-25 00:18:32.148133
10312,1264,2025-01-21,16,9578,156.08,299,2026-07-25 00:18:32.148141
10313,1264,2025-02-20,19,24781,59.03,247,2026-07-25 00:18:32.148165
10314,1264,2025-03-22,22,27565,95.35,495,2026-07-25 00:18:32.148174
10315,1265,2023-12-17,100,41518,321.5,300,2026-07-25 00:18:32.148187
10316,1265,2024-01-16,72,44829,433.42,358,2026-07-25 00:18:32.148196
10317,1265,2024-02-15,38,118818,443.81,433,2026-07-25 00:18:32.148205
10318,1265,2024-03-16,47,72022,421.61,262,2026-07-25 00:18:32.148213
10319,1265,2024-04-15,22,49219,446.14,354,2026-07-25 00:18:32.148222
10320,1265,2024-05-15,93,133995,851.82,331,2026-07-25 00:18:32.148231
10321,1265,2024-06-14,12,128026,408.9,183,2026-07-25 00:18:32.148239
10322,1265,2024-07-14,4,95908,532.03,247,2026-07-25 00:18:32.148247
10323,1265,2024-08-13,29,127123,795.31,455,2026-07-25 00:18:32.148256
10324,1265,2024-09-12,60,67749,543.49,221,2026-07-25 00:18:32.148264
10325,1265,2024-10-12,58,59609,511.32,266,2026-07-25 00:18:32.148273
10326,1265,2024-11-11,19,89220,670.92,474,2026-07-25 00:18:32.148281
10327,1265,2024-12-11,37,129247,302.37,48,2026-07-25 00:18:32.148290
10328,1265,2025-01-10,91,148773,733.19,118,2026-07-25 00:18:32.148311
10329,1266,2025-10-17,368,223963,2036.32,281,2026-07-25 00:18:32.148327
10330,1266,2025-11-16,386,432172,3979.6,435,2026-07-25 00:18:32.148337
10331,1266,2025-12-16,413,312622,1355.1,19,2026-07-25 00:18:32.148347
10332,1266,2026-01-15,247,245389,2795.8,328,2026-07-25 00:18:32.148356
10333,1266,2026-02-14,290,401899,2584.61,165,2026-07-25 00:18:32.148379
10334,1266,2026-03-16,391,212597,1753.43,69,2026-07-25 00:18:32.148389
10335,1266,2026-04-15,137,237082,1506.57,161,2026-07-25 00:18:32.148397
10336,1266,2026-05-15,90,417710,1824.26,168,2026-07-25 00:18:32.148407
10337,1266,2026-06-14,246,367393,2207.7,201,2026-07-25 00:18:32.148416
10338,1266,2026-07-14,308,275592,1124.28,152,2026-07-25 00:18:32.148424
10339,1266,2026-08-13,7,209205,3506.46,205,2026-07-25 00:18:32.148433
10340,1266,2026-09-12,482,362046,1299.85,496,2026-07-25 00:18:32.148442
10341,1266,2026-10-12,272,391677,2236.71,207,2026-07-25 00:18:32.148451
10342,1266,2026-11-11,91,201262,4267.04,484,2026-07-25 00:18:32.148460
10343,1267,2025-03-19,1,3079,16.4,443,2026-07-25 00:18:32.148472
10344,1267,2025-04-18,2,4445,9.39,238,2026-07-25 00:18:32.148482
10345,1267,2025-05-18,3,2003,16.65,343,2026-07-25 00:18:32.148491
10346,1267,2025-06-17,1,814,13.48,239,2026-07-25 00:18:32.148500
10347,1267,2025-07-17,5,1201,16.47,143,2026-07-25 00:18:32.148509
10348,1267,2025-08-16,2,3940,8.7,294,2026-07-25 00:18:32.148518
10349,1268,2024-01-09,2,2975,9.06,415,2026-07-25 00:18:32.148530
10350,1268,2024-02-08,1,4695,23.85,73,2026-07-25 00:18:32.148539
10351,1268,2024-03-09,5,2001,31.3,393,2026-07-25 00:18:32.148549
10352,1269,2024-05-26,22,25437,52.12,58,2026-07-25 00:18:32.148574
10353,1269,2024-06-25,13,9741,112.16,62,2026-07-25 00:18:32.148584
10354,1269,2024-07-25,21,20310,170.38,277,2026-07-25 00:18:32.148593
10355,1269,2024-08-24,17,19412,177.88,225,2026-07-25 00:18:32.148612
10356,1269,2024-09-23,13,8427,135.59,446,2026-07-25 00:18:32.148623
10357,1269,2024-10-23,13,6805,158.78,122,2026-07-25 00:18:32.148632
10358,1270,2023-08-04,4,1516,17.87,28,2026-07-25 00:18:32.148645
10359,1270,2023-09-03,5,1169,22.59,177,2026-07-25 00:18:32.148655
10360,1270,2023-10-03,3,1531,27.01,178,2026-07-25 00:18:32.148663
10361,1270,2023-11-02,5,3427,8.04,455,2026-07-25 00:18:32.148672
10362,1270,2023-12-02,5,3731,6.01,227,2026-07-25 00:18:32.148681
10363,1271,2024-04-25,3,602,33.45,316,2026-07-25 00:18:32.148698
10364,1271,2024-05-25,2,4512,17.46,201,2026-07-25 00:18:32.148707
10365,1271,2024-06-24,2,585,15.02,110,2026-07-25 00:18:32.148717
10366,1271,2024-07-24,5,2950,30.88,103,2026-07-25 00:18:32.148726
10367,1272,2023-08-14,187,259487,2990.53,196,2026-07-25 00:18:32.148738
10368,1272,2023-09-13,63,205494,2162.39,301,2026-07-25 00:18:32.148748
10369,1272,2023-10-13,28,418845,1943.67,400,2026-07-25 00:18:32.148759
10370,1272,2023-11-12,488,288068,2003.36,385,2026-07-25 00:18:32.148768
10371,1272,2023-12-12,149,430208,1925.99,250,2026-07-25 00:18:32.148778
10372,1272,2024-01-11,263,262671,3430.62,44,2026-07-25 00:18:32.148801
10373,1272,2024-02-10,296,288557,1373.59,423,2026-07-25 00:18:32.148824
10374,1272,2024-03-11,293,491834,3093.74,134,2026-07-25 00:18:32.148835
10375,1272,2024-04-10,29,458121,2217.73,74,2026-07-25 00:18:32.148845
10376,1272,2024-05-10,266,394256,3015.56,167,2026-07-25 00:18:32.148854
10377,1272,2024-06-09,332,254003,1766.44,482,2026-07-25 00:18:32.148876
10378,1272,2024-07-09,15,413269,2592.94,141,2026-07-25 00:18:32.148887
10379,1272,2024-08-08,242,246048,3463.16,161,2026-07-25 00:18:32.148898
10380,1272,2024-09-07,319,439442,4463.73,109,2026-07-25 00:18:32.148907
10381,1272,2024-10-07,142,454291,2507.33,125,2026-07-25 00:18:32.148933
10382,1272,2024-11-06,97,163692,1361.35,298,2026-07-25 00:18:32.148949
10383,1272,2024-12-06,143,226970,1438.65,203,2026-07-25 00:18:32.148969
10384,1272,2025-01-05,337,307543,2723.11,463,2026-07-25 00:18:32.148981
10385,1273,2025-05-15,5,781,6.46,336,2026-07-25 00:18:32.148995
10386,1273,2025-06-14,3,4170,9.6,127,2026-07-25 00:18:32.149004
10387,1273,2025-07-14,1,981,14.84,250,2026-07-25 00:18:32.149012
10388,1273,2025-08-13,1,4120,28.91,120,2026-07-25 00:18:32.149022
10389,1273,2025-09-12,4,3258,14.93,386,2026-07-25 00:18:32.149033
10390,1273,2025-10-12,3,1308,28.84,86,2026-07-25 00:18:32.149042
10391,1273,2025-11-11,3,4648,5.56,191,2026-07-25 00:18:32.149065
10392,1274,2023-08-15,20,27855,84.96,313,2026-07-25 00:18:32.149078
10393,1274,2023-09-14,7,17552,51.83,433,2026-07-25 00:18:32.149089
10394,1274,2023-10-14,16,16711,198.7,184,2026-07-25 00:18:32.149100
10395,1274,2023-11-13,18,28522,53.81,160,2026-07-25 00:18:32.149109
10396,1274,2023-12-13,8,11067,49.75,430,2026-07-25 00:18:32.149117
10397,1274,2024-01-12,13,12026,55.05,414,2026-07-25 00:18:32.149126
10398,1274,2024-02-11,1,23254,65.69,44,2026-07-25 00:18:32.149134
10399,1274,2024-03-12,7,26440,87.72,189,2026-07-25 00:18:32.149142
10400,1274,2024-04-11,5,17972,112.31,337,2026-07-25 00:18:32.149151
10401,1275,2024-09-30,24,25145,107.97,423,2026-07-25 00:18:32.149164
10402,1275,2024-10-30,8,8700,151.18,79,2026-07-25 00:18:32.149172
10403,1275,2024-11-29,5,23493,136.42,198,2026-07-25 00:18:32.149180
10404,1275,2024-12-29,9,9625,75.81,268,2026-07-25 00:18:32.149189
10405,1275,2025-01-28,10,27951,152.82,434,2026-07-25 00:18:32.149197
10406,1275,2025-02-27,4,18841,106.65,339,2026-07-25 00:18:32.149206
10407,1275,2025-03-29,21,19332,131.37,376,2026-07-25 00:18:32.149215
10408,1275,2025-04-28,20,23863,52.08,257,2026-07-25 00:18:32.149225
10409,1275,2025-05-28,21,6438,142.2,131,2026-07-25 00:18:32.149233
10410,1275,2025-06-27,8,23001,51.4,327,2026-07-25 00:18:32.149241
10411,1276,2025-09-16,5,4894,23.68,77,2026-07-25 00:18:32.149276
10412,1276,2025-10-16,4,1167,6.98,350,2026-07-25 00:18:32.149286
10413,1276,2025-11-15,3,4895,20.75,252,2026-07-25 00:18:32.149294
10414,1276,2025-12-15,4,1903,6.17,230,2026-07-25 00:18:32.149303
10415,1276,2026-01-14,3,822,33.04,81,2026-07-25 00:18:32.149311
10416,1277,2023-10-14,5,2773,35.01,260,2026-07-25 00:18:32.149323
10417,1277,2023-11-13,2,2416,12.94,175,2026-07-25 00:18:32.149332
10418,1277,2023-12-13,5,1913,37.17,130,2026-07-25 00:18:32.149341
10419,1277,2024-01-12,3,2937,31.04,410,2026-07-25 00:18:32.152739
10420,1278,2025-08-16,3,1325,15.87,475,2026-07-25 00:18:32.152809
10421,1278,2025-09-15,2,4696,35.68,323,2026-07-25 00:18:32.152821
10422,1278,2025-10-15,1,1607,18.76,293,2026-07-25 00:18:32.152831
10423,1278,2025-11-14,1,2903,36.56,57,2026-07-25 00:18:32.152839
10424,1278,2025-12-14,5,2145,24.47,334,2026-07-25 00:18:32.152847
10425,1278,2026-01-13,4,2509,38.14,232,2026-07-25 00:18:32.158126
10426,1278,2026-02-12,1,801,25.81,303,2026-07-25 00:18:32.158143
10427,1279,2025-07-15,5,4784,37.56,81,2026-07-25 00:18:32.158283
10428,1279,2025-08-14,3,4717,6.72,104,2026-07-25 00:18:32.158301
10429,1279,2025-09-13,4,1946,34.12,105,2026-07-25 00:18:32.158316
10430,1279,2025-10-13,2,2929,19.45,431,2026-07-25 00:18:32.158382
10431,1280,2024-07-12,3,3378,11.04,122,2026-07-25 00:18:32.158678
10432,1280,2024-08-11,1,2366,22.82,184,2026-07-25 00:18:32.158699
10433,1280,2024-09-10,4,940,17.54,296,2026-07-25 00:18:32.158712
10434,1280,2024-10-10,2,2098,19.02,176,2026-07-25 00:18:32.158724
10435,1280,2024-11-09,5,1825,20.88,214,2026-07-25 00:18:32.158736
10436,1281,2023-07-28,1,2522,15.53,206,2026-07-25 00:18:32.158756
10437,1281,2023-08-27,5,2120,29.45,421,2026-07-25 00:18:32.158794
10438,1281,2023-09-26,5,2813,16.66,330,2026-07-25 00:18:32.158806
10439,1281,2023-10-26,4,2337,16.62,247,2026-07-25 00:18:32.158817
10440,1281,2023-11-25,3,4507,19.32,308,2026-07-25 00:18:32.158842
10441,1281,2023-12-25,5,811,18.13,460,2026-07-25 00:18:32.158857
10442,1281,2024-01-24,2,3468,34.0,260,2026-07-25 00:18:32.158869
10443,1282,2023-10-13,49,133732,238.46,277,2026-07-25 00:18:32.158889
10444,1282,2023-11-12,43,36485,202.23,282,2026-07-25 00:18:32.158901
10445,1282,2023-12-12,77,109270,651.67,487,2026-07-25 00:18:32.158913
10446,1282,2024-01-11,50,115256,831.99,286,2026-07-25 00:18:32.158924
10447,1282,2024-02-10,86,56719,379.92,190,2026-07-25 00:18:32.158935
10448,1282,2024-03-11,89,60727,206.46,264,2026-07-25 00:18:32.158946
10449,1282,2024-04-10,22,95064,661.98,59,2026-07-25 00:18:32.158956
10450,1282,2024-05-10,25,41367,296.01,156,2026-07-25 00:18:32.158986
10451,1282,2024-06-09,13,83447,575.68,417,2026-07-25 00:18:32.158996
10452,1282,2024-07-09,13,104843,288.43,291,2026-07-25 00:18:32.159006
10453,1282,2024-08-08,15,117727,379.54,381,2026-07-25 00:18:32.161972
10454,1282,2024-09-07,30,90614,307.18,343,2026-07-25 00:18:32.162036
10455,1282,2024-10-07,31,61396,581.83,390,2026-07-25 00:18:32.162053
10456,1282,2024-11-06,88,95136,532.3,174,2026-07-25 00:18:32.162065
10457,1282,2024-12-06,49,80067,424.74,296,2026-07-25 00:18:32.162079
10458,1282,2025-01-05,63,33365,458.34,374,2026-07-25 00:18:32.162090
10459,1282,2025-02-04,92,84424,803.99,466,2026-07-25 00:18:32.162102
10460,1283,2023-10-28,4,2668,18.93,313,2026-07-25 00:18:32.162125
10461,1283,2023-11-27,3,4685,26.37,176,2026-07-25 00:18:32.162138
10462,1283,2023-12-27,1,1347,21.43,493,2026-07-25 00:18:32.162173
10463,1283,2024-01-26,4,3310,8.57,275,2026-07-25 00:18:32.162186
10464,1283,2024-02-25,1,4151,14.34,431,2026-07-25 00:18:32.162198
10465,1283,2024-03-26,3,729,30.47,352,2026-07-25 00:18:32.162210
10466,1283,2024-04-25,3,1816,25.34,121,2026-07-25 00:18:32.162223
10467,1283,2024-05-25,2,507,11.35,425,2026-07-25 00:18:32.162253
10468,1284,2024-02-24,5,3601,21.48,334,2026-07-25 00:18:32.162274
10469,1284,2024-03-25,5,3214,29.8,33,2026-07-25 00:18:32.162302
10470,1284,2024-04-24,3,915,9.81,372,2026-07-25 00:18:32.162316
10471,1284,2024-05-24,1,1237,7.38,232,2026-07-25 00:18:32.162327
10472,1284,2024-06-23,4,2930,32.84,292,2026-07-25 00:18:32.162339
10473,1285,2023-11-12,8,9491,153.13,408,2026-07-25 00:18:32.162355
10474,1285,2023-12-12,9,6705,148.85,176,2026-07-25 00:18:32.162366
10475,1285,2024-01-11,21,15291,55.3,493,2026-07-25 00:18:32.162378
10476,1285,2024-02-10,2,7382,185.92,42,2026-07-25 00:18:32.162389
10477,1285,2024-03-11,23,5731,41.47,369,2026-07-25 00:18:32.162401
10478,1285,2024-04-10,13,21356,134.29,31,2026-07-25 00:18:32.162413
10479,1285,2024-05-10,18,13599,136.45,296,2026-07-25 00:18:32.162426
10480,1286,2025-08-16,78,61439,242.58,498,2026-07-25 00:18:32.162441
10481,1286,2025-09-15,3,61473,327.11,410,2026-07-25 00:18:32.162454
10482,1286,2025-10-15,6,145233,292.44,474,2026-07-25 00:18:32.162465
10483,1286,2025-11-14,91,128114,556.36,424,2026-07-25 00:18:32.162477
10484,1286,2025-12-14,84,86095,855.32,232,2026-07-25 00:18:32.162487
10485,1286,2026-01-13,52,41325,689.99,296,2026-07-25 00:18:32.162499
10486,1286,2026-02-12,44,45498,242.03,378,2026-07-25 00:18:32.162511
10487,1286,2026-03-14,40,115191,408.04,17,2026-07-25 00:18:32.162522
10488,1286,2026-04-13,51,109191,314.05,480,2026-07-25 00:18:32.162533
10489,1286,2026-05-13,95,132239,265.67,482,2026-07-25 00:18:32.162564
10490,1286,2026-06-12,46,71925,403.85,230,2026-07-25 00:18:32.162577
10491,1286,2026-07-12,8,67271,763.22,386,2026-07-25 00:18:32.162588
10492,1286,2026-08-11,79,111721,825.09,465,2026-07-25 00:18:32.162600
10493,1286,2026-09-10,93,36076,626.35,462,2026-07-25 00:18:32.162611
10494,1286,2026-10-10,4,129059,495.0,106,2026-07-25 00:18:32.162638
10495,1286,2026-11-09,13,86235,465.01,157,2026-07-25 00:18:32.162652
10496,1286,2026-12-09,66,82397,439.44,51,2026-07-25 00:18:32.162665
10497,1286,2027-01-08,34,87547,210.31,119,2026-07-25 00:18:32.162677
10498,1287,2024-01-19,3,2616,34.96,467,2026-07-25 00:18:32.162693
10499,1287,2024-02-18,2,4715,23.81,382,2026-07-25 00:18:32.162705
10500,1287,2024-03-19,4,4635,36.69,421,2026-07-25 00:18:32.162716
10501,1287,2024-04-18,4,4167,14.83,259,2026-07-25 00:18:32.162746
10502,1288,2024-08-13,3,2149,22.25,77,2026-07-25 00:18:32.162763
10503,1288,2024-09-12,1,2016,35.74,141,2026-07-25 00:18:32.162777
10504,1288,2024-10-12,5,4982,23.75,124,2026-07-25 00:18:32.162789
10505,1288,2024-11-11,3,4153,30.63,393,2026-07-25 00:18:32.162800
10506,1289,2025-07-11,327,194933,2564.77,117,2026-07-25 00:18:32.162816
10507,1289,2025-08-10,181,393004,2834.97,212,2026-07-25 00:18:32.162827
10508,1289,2025-09-09,317,262499,2159.29,371,2026-07-25 00:18:32.162857
10509,1289,2025-10-09,150,441519,1022.11,196,2026-07-25 00:18:32.162867
10510,1289,2025-11-08,167,479155,3521.91,263,2026-07-25 00:18:32.162878
10511,1289,2025-12-08,133,373561,3336.46,332,2026-07-25 00:18:32.162887
10512,1289,2026-01-07,48,466166,1393.97,281,2026-07-25 00:18:32.162896
10513,1289,2026-02-06,381,275227,1723.7,207,2026-07-25 00:18:32.162905
10514,1289,2026-03-08,94,307490,2337.38,109,2026-07-25 00:18:32.162915
10515,1289,2026-04-07,392,499481,2655.64,440,2026-07-25 00:18:32.162924
10516,1289,2026-05-07,108,403227,1995.35,105,2026-07-25 00:18:32.162934
10517,1289,2026-06-06,284,211146,3615.24,448,2026-07-25 00:18:32.162943
10518,1289,2026-07-06,39,197823,3245.28,483,2026-07-25 00:18:32.162952
10519,1289,2026-08-05,487,197733,1676.98,464,2026-07-25 00:18:32.162962
10520,1289,2026-09-04,101,296933,2472.11,270,2026-07-25 00:18:32.162982
10521,1289,2026-10-04,389,245851,2997.91,22,2026-07-25 00:18:32.162997
10522,1289,2026-11-03,213,289382,1660.21,12,2026-07-25 00:18:32.163007
10523,1289,2026-12-03,461,343091,1381.31,135,2026-07-25 00:18:32.163016
10524,1289,2027-01-02,171,408346,3979.18,205,2026-07-25 00:18:32.163026
10525,1289,2027-02-01,35,462014,2334.27,315,2026-07-25 00:18:32.163035
10526,1290,2025-03-19,5,2401,32.76,333,2026-07-25 00:18:32.163050
10527,1290,2025-04-18,4,1280,20.73,55,2026-07-25 00:18:32.163059
10528,1290,2025-05-18,5,3600,15.91,207,2026-07-25 00:18:32.163083
10529,1290,2025-06-17,5,751,28.65,322,2026-07-25 00:18:32.163093
10530,1290,2025-07-17,1,4627,25.87,134,2026-07-25 00:18:32.163102
10531,1290,2025-08-16,2,2048,26.03,211,2026-07-25 00:18:32.163112
10532,1290,2025-09-15,5,4659,19.29,227,2026-07-25 00:18:32.163121
10533,1290,2025-10-15,2,524,5.76,103,2026-07-25 00:18:32.163130
10534,1291,2024-01-17,455,443558,1619.4,144,2026-07-25 00:18:32.163144
10535,1291,2024-02-16,282,411899,2013.01,184,2026-07-25 00:18:32.163154
10536,1291,2024-03-17,2,321210,4033.8,113,2026-07-25 00:18:32.163165
10537,1291,2024-04-16,281,272014,3016.17,362,2026-07-25 00:18:32.163174
10538,1291,2024-05-16,184,160763,1618.83,408,2026-07-25 00:18:32.163183
10539,1291,2024-06-15,232,279685,3213.87,334,2026-07-25 00:18:32.163191
10540,1291,2024-07-15,223,373579,3480.17,86,2026-07-25 00:18:32.163200
10541,1291,2024-08-14,61,458295,3795.36,344,2026-07-25 00:18:32.163209
10542,1291,2024-09-13,251,496491,4260.44,362,2026-07-25 00:18:32.163219
10543,1291,2024-10-13,88,232442,1244.8,347,2026-07-25 00:18:32.163227
10544,1291,2024-11-12,41,269332,4425.7,254,2026-07-25 00:18:32.163235
10545,1291,2024-12-12,45,224047,3220.14,282,2026-07-25 00:18:32.163244
10546,1291,2025-01-11,436,263957,4487.82,118,2026-07-25 00:18:32.163253
10547,1291,2025-02-10,178,367228,4152.59,493,2026-07-25 00:18:32.163287
10548,1291,2025-03-12,492,202846,3790.58,49,2026-07-25 00:18:32.163310
10549,1291,2025-04-11,67,462140,2171.45,444,2026-07-25 00:18:32.163321
10550,1291,2025-05-11,446,437794,2599.94,112,2026-07-25 00:18:32.163331
10551,1291,2025-06-10,461,472552,2941.87,224,2026-07-25 00:18:32.163340
10552,1291,2025-07-10,4,419195,1243.17,106,2026-07-25 00:18:32.163349
10553,1292,2024-08-24,20,16299,119.84,291,2026-07-25 00:18:32.163362
10554,1292,2024-09-23,8,21101,89.96,385,2026-07-25 00:18:32.163372
10555,1292,2024-10-23,6,18189,152.77,190,2026-07-25 00:18:32.163382
10556,1292,2024-11-22,19,24148,174.6,284,2026-07-25 00:18:32.163391
10557,1292,2024-12-22,1,22912,86.6,409,2026-07-25 00:18:32.163400
10558,1292,2025-01-21,17,17755,180.86,397,2026-07-25 00:18:32.163409
10559,1292,2025-02-20,4,21558,65.33,90,2026-07-25 00:18:32.163419
10560,1292,2025-03-22,9,9408,105.12,245,2026-07-25 00:18:32.163429
10561,1292,2025-04-21,6,11372,71.87,235,2026-07-25 00:18:32.163438
10562,1292,2025-05-21,23,15768,53.44,403,2026-07-25 00:18:32.163447
10563,1292,2025-06-20,6,23444,72.39,138,2026-07-25 00:18:32.163455
10564,1292,2025-07-20,24,10822,43.29,441,2026-07-25 00:18:32.163465
10565,1293,2024-11-13,7,21971,94.58,384,2026-07-25 00:18:32.163492
10566,1293,2024-12-13,2,21971,72.61,290,2026-07-25 00:18:32.163502
10567,1293,2025-01-12,16,29567,183.38,331,2026-07-25 00:18:32.163526
10568,1293,2025-02-11,2,12001,109.18,327,2026-07-25 00:18:32.163537
10569,1293,2025-03-13,6,26239,181.63,158,2026-07-25 00:18:32.163546
10570,1293,2025-04-12,15,20697,134.28,212,2026-07-25 00:18:32.163556
10571,1293,2025-05-12,18,6564,132.64,166,2026-07-25 00:18:32.163564
10572,1293,2025-06-11,19,10773,119.72,265,2026-07-25 00:18:32.163573
10573,1294,2024-03-20,3,1250,23.32,431,2026-07-25 00:18:32.163587
10574,1294,2024-04-19,3,1837,26.05,55,2026-07-25 00:18:32.163597
10575,1294,2024-05-19,4,1436,37.92,309,2026-07-25 00:18:32.163616
10576,1295,2023-03-26,24,265663,1159.15,111,2026-07-25 00:18:32.163634
10577,1295,2023-04-25,107,258924,927.72,105,2026-07-25 00:18:32.163645
10578,1295,2023-05-25,387,329125,1916.3,256,2026-07-25 00:18:32.163654
10579,1295,2023-06-24,253,240797,912.41,333,2026-07-25 00:18:32.163663
10580,1295,2023-07-24,307,435139,2976.51,229,2026-07-25 00:18:32.163672
10581,1295,2023-08-23,131,428548,4472.22,80,2026-07-25 00:18:32.163705
10582,1295,2023-09-22,150,272054,1694.02,60,2026-07-25 00:18:32.163716
10583,1295,2023-10-22,224,354232,1030.73,298,2026-07-25 00:18:32.163726
10584,1295,2023-11-21,302,347680,2068.02,213,2026-07-25 00:18:32.163736
10585,1295,2023-12-21,402,299841,4058.4,13,2026-07-25 00:18:32.163744
10586,1295,2024-01-20,119,486971,3293.13,72,2026-07-25 00:18:32.163769
10587,1295,2024-02-19,98,176230,1187.96,293,2026-07-25 00:18:32.163780
10588,1295,2024-03-20,205,211459,1221.98,486,2026-07-25 00:18:32.163790
10589,1295,2024-04-19,178,374624,3418.63,424,2026-07-25 00:18:32.163799
10590,1295,2024-05-19,177,488628,3193.26,69,2026-07-25 00:18:32.163809
10591,1295,2024-06-18,490,333226,2509.34,232,2026-07-25 00:18:32.163818
10592,1295,2024-07-18,395,398037,3091.06,318,2026-07-25 00:18:32.163828
10593,1295,2024-08-17,408,151543,2789.7,359,2026-07-25 00:18:32.163838
10594,1295,2024-09-16,476,161516,2136.44,99,2026-07-25 00:18:32.163847
10595,1295,2024-10-16,496,177475,3820.93,167,2026-07-25 00:18:32.163857
10596,1296,2024-12-02,37,55519,606.9,463,2026-07-25 00:18:32.163871
10597,1296,2025-01-01,72,145396,542.56,164,2026-07-25 00:18:32.163882
10598,1296,2025-01-31,46,89392,794.69,85,2026-07-25 00:18:32.163891
10599,1296,2025-03-02,36,82500,832.94,128,2026-07-25 00:18:32.163901
10600,1296,2025-04-01,89,89298,230.77,273,2026-07-25 00:18:32.163910
10601,1296,2025-05-01,3,88306,752.75,283,2026-07-25 00:18:32.163919
10602,1296,2025-05-31,78,121868,226.57,29,2026-07-25 00:18:32.163928
10603,1296,2025-06-30,66,135838,373.65,56,2026-07-25 00:18:32.163951
10604,1296,2025-07-30,36,95284,248.1,89,2026-07-25 00:18:32.163964
10605,1296,2025-08-29,34,144704,640.33,50,2026-07-25 00:18:32.163974
10606,1296,2025-09-28,64,130456,453.71,105,2026-07-25 00:18:32.163999
10607,1296,2025-10-28,62,87311,392.11,104,2026-07-25 00:18:32.164008
10608,1296,2025-11-27,45,119420,547.85,377,2026-07-25 00:18:32.164017
10609,1297,2023-10-07,20,23788,93.93,95,2026-07-25 00:18:32.164031
10610,1297,2023-11-06,22,10196,184.92,146,2026-07-25 00:18:32.164041
10611,1297,2023-12-06,4,7814,119.24,89,2026-07-25 00:18:32.164050
10612,1297,2024-01-05,16,20276,109.3,295,2026-07-25 00:18:32.164060
10613,1297,2024-02-04,21,26225,110.0,257,2026-07-25 00:18:32.164070
10614,1297,2024-03-05,5,22973,170.92,125,2026-07-25 00:18:32.164079
10615,1297,2024-04-04,14,21842,57.37,193,2026-07-25 00:18:32.164088
10616,1297,2024-05-04,6,7016,82.71,345,2026-07-25 00:18:32.164097
10617,1298,2024-10-04,13,13411,110.28,13,2026-07-25 00:18:32.164109
10618,1298,2024-11-03,17,14159,43.68,120,2026-07-25 00:18:32.164119
10619,1298,2024-12-03,21,9426,84.19,414,2026-07-25 00:18:32.164129
10620,1298,2025-01-02,6,12893,185.23,253,2026-07-25 00:18:32.164139
10621,1298,2025-02-01,13,24052,173.42,350,2026-07-25 00:18:32.164149
10622,1298,2025-03-03,19,5415,82.79,196,2026-07-25 00:18:32.164158
10623,1298,2025-04-02,2,18149,156.8,114,2026-07-25 00:18:32.164168
10624,1298,2025-05-02,25,16577,66.42,319,2026-07-25 00:18:32.164176
10625,1298,2025-06-01,10,14574,184.5,342,2026-07-25 00:18:32.164203
10626,1298,2025-07-01,2,29592,134.74,221,2026-07-25 00:18:32.164214
10627,1299,2025-07-06,1,1436,14.4,278,2026-07-25 00:18:32.164228
10628,1299,2025-08-05,5,4606,7.7,271,2026-07-25 00:18:32.164263
10629,1299,2025-09-04,5,3874,23.83,348,2026-07-25 00:18:32.164278
10630,1299,2025-10-04,4,3596,18.62,393,2026-07-25 00:18:32.164292
10631,1299,2025-11-03,4,1768,5.59,83,2026-07-25 00:18:32.164324
10632,1299,2025-12-03,5,4647,22.37,401,2026-07-25 00:18:32.164341
10633,1300,2024-05-18,5,3559,24.34,32,2026-07-25 00:18:32.164356
10634,1300,2024-06-17,3,1366,16.68,45,2026-07-25 00:18:32.164385
10635,1300,2024-07-17,3,2347,18.1,415,2026-07-25 00:18:32.164398
10636,1301,2023-07-11,4,4143,15.78,184,2026-07-25 00:18:32.164415
10637,1301,2023-08-10,3,3200,30.36,11,2026-07-25 00:18:32.164426
10638,1301,2023-09-09,4,2590,32.17,281,2026-07-25 00:18:32.164437
10639,1301,2023-10-09,1,682,20.41,249,2026-07-25 00:18:32.164449
10640,1301,2023-11-08,4,4793,9.36,39,2026-07-25 00:18:32.164460
10641,1301,2023-12-08,5,3580,32.08,444,2026-07-25 00:18:32.164471
10642,1301,2024-01-07,3,1111,8.98,393,2026-07-25 00:18:32.164520
10643,1302,2025-09-11,4,2966,32.67,214,2026-07-25 00:18:32.164538
10644,1302,2025-10-11,4,901,11.86,488,2026-07-25 00:18:32.164551
10645,1302,2025-11-10,2,2377,17.24,421,2026-07-25 00:18:32.164581
10646,1302,2025-12-10,5,1227,9.52,348,2026-07-25 00:18:32.164593
